tex_3_seed_01.txt	tex_3_seed_02.txt	tex_3_seed_03.txt	tex_3_seed_04.txt	tex_3_seed_05.txt	tex_3_seed_06.txt	tex_3_seed_07.txt	tex_3_seed_08.txt	tex_3_seed_09.txt	tex_3_seed_10.txt	AVG
34519.7	33081.9	33730.7	30956.3	33009.9	33921.1	33013	34229.3	33189.8	33423.5	33307.52
24101.8	23848.7	27515.8	23486.6	22084.6	25332.5	23565.4	26487.3	23969.6	25466.6	24585.89
19183.9	17837.9	20892.4	19633	16216.1	17975.9	22430.7	20609.1	21932.5	18100.5	19481.2
18930.3	16895.8	21897.5	19086.3	16412.1	19051.2	18336.6	19842.7	19451.1	17121.1	18702.47
18752.9	14093.6	19536.2	20212.4	17290.9	18996.5	18495.4	20519.7	19180.7	14394.7	18147.3
19228.3	14605.1	17849.1	19650.2	18149.9	21665.8	18325.6	18536.5	19891.7	16559.2	18446.14
22845	17295.7	19120	18302.7	17464	20646.4	16520.9	16970.9	17621	15145.7	18193.23
20853	16255.2	19393.3	22529.7	18583.5	20398.6	18518.3	17254.6	21406.8	14247.1	18944.01
20760.3	19307.5	18182.7	20389.2	19471.1	20482.5	16135.4	19402	21370.4	17611.5	19311.26
21056.7	20240.4	18208.4	21469.4	17007.5	23754.3	17201.1	17827.7	20953.6	18096.2	19581.53
18539.9	21828	19110.4	17779.2	20851	22548.6	16104.7	16000.5	21537.3	20498.3	19479.79
19469.5	20831.2	17497.6	20017.7	15339.6	22456.6	14415.3	17261.5	20928	21281.2	18949.82
18790.9	18386.8	22996.7	20424.8	16387.4	19195.1	14329.6	14734.9	20324.6	20925.6	18649.64
22138.5	20514.4	22135.7	19681.1	16757.2	20702.7	13263	14104.4	17251.4	18501.9	18505.03
21716.2	21152.7	20546.5	18024.2	18713.9	19066.5	15933.7	12897.9	18889.6	17863.6	18480.48
20289.1	18319.1	20913.4	17885.9	17724.5	18405.3	17330.1	11586.7	19091.6	18526.2	18007.19
17538.3	21731.3	19377.2	18872.8	16735.4	19228.7	14298.9	11931.2	14495.5	17780	17198.93
16743.1	19909	17781.8	18166.5	15332.7	21241.5	14639.5	10022	18562	16624.8	16902.29
16633.3	20520.8	18314.9	17992.6	13536.1	17875	12740.5	9533.12	15947.3	16804	15989.762
15133.2	19477.3	17089.3	14966.5	14487.2	14343.2	12220.1	8990.79	14168.5	18323.8	14919.989
14179.5	19667.8	16342.5	15470.1	12627.2	12200.1	11542.6	9024.24	15072.6	16774.8	14290.144
14694.4	17984.9	17205.3	14930.2	11262.5	15011.9	10524.3	7871.95	15607.4	15555.5	14064.835
14236.2	17520.7	15724.3	12341.8	11812	14059.4	11124.5	8514.31	13692.2	15560.5	13458.591
12269.4	15287.2	16133.7	13794.8	10969.3	13910.2	11528.4	7982.63	13818.6	15322	13101.623
12472.7	16900.3	16244	12306.6	10671.1	13280.1	10619.1	8188.4	12664.7	13856	12720.3
12182.7	17274.8	14956.2	13905.2	9914.86	10101	10270.8	7675.81	13420.1	14664.6	12436.607
11170.5	15368.5	16851.8	13000.7	10754.8	11341.5	10810	6986.16	15170.2	12200.2	12365.436
13338.3	16324	15039.4	12341.5	9307.16	12113.8	11515.7	6623.68	14387.4	11598.8	12258.974
13411.8	14327.9	15359.3	13414.5	9429.54	12618.6	11081.1	8229.83	12297.5	11555.5	12172.557
9691.52	12453.6	14616.5	12059.9	9628.52	12733.8	11477.1	7746.87	13383.7	12284.8	11607.631
12196.3	14109.3	14095.7	11855.9	8399.07	10396	10997.4	7522	10086	11699.2	11135.687
10329.1	12429	14225.3	10890.7	9579.41	12016.2	11166.2	7685.17	11796.9	10959.4	11107.738
11606.4	13447.2	14074.8	11553.6	8790.14	12571.8	11071.9	6808.42	12068.5	11573.3	11356.606
11510.7	11074	13186.3	12448.9	7683.82	9978.24	10568.6	7002.57	10000.5	11763.2	10521.683
9396.98	11156.7	12176.7	10968	8667.29	10206.8	9836.97	7155.88	11534.7	11422.1	10252.212
9177.72	9994.64	12501.2	13112.8	8000.87	10397.1	9693.38	7099.83	10015.4	11080	10107.294
8335.21	11051	11713.4	12814	8809.59	11399	9992.56	8079.44	10973.6	11455.9	10462.37
7377.05	10013.6	12816.5	10863.2	7973.91	11383.5	10274	8014.78	9820.49	10725.9	9926.293
6435.09	8714.21	13518.9	12823.5	8707.99	12134.8	10555.2	7718.65	10093.9	10481.3	10118.354
6620.9	8885.46	14031.9	14632.4	10120.7	9910.51	9594.19	6607.95	12268.1	10290.6	10296.271
7473.19	9250.32	13148.4	15295	8266.16	10299	10207	6641.57	9937.54	8583.81	9910.199
5313.75	8208.25	12458	16816	9163.51	11214.5	9735.95	7127.33	11574.3	8345.55	9995.714
5858.05	9123.79	13584.2	15156.4	7415.45	10516.3	9924.47	6701.28	10106.9	8242.28	9662.912
7206.06	10568.8	12231.5	13376.7	9296.84	10938.8	9782.45	6825.99	10559.2	8885.58	9967.192
4619.38	9808.48	13796.3	14236.3	7460.22	10568.2	9955.13	7142.56	9202.23	8095.98	9488.478
5350.99	9360.72	13306.2	14623.7	8146.46	10018.1	10100.9	6721.38	8872.92	9079.57	9558.094
3948.18	7671.16	12758	11537.4	8544.16	10161.1	9557.32	6266.89	8666.6	9526.49	8863.73
5037.83	8807.22	11666.8	13384.2	8856.75	13141.7	9685.08	5854.8	9547.58	9823.2	9580.516
4124.44	6888.04	10204.5	11379.5	7779.79	10550.9	9437.22	5739.52	8026.1	8105.2	8223.521
3953.5	9950.46	12377.1	11342.6	8473.14	10885.8	9717.86	7086.53	8464.57	6514.12	8876.568
4116.06	8443.59	10469.4	11115.7	8824.67	10139.7	9465.2	6604.64	7149.4	6005.65	8233.401
