tex_2_seed_01.txt	tex_2_seed_02.txt	tex_2_seed_03.txt	tex_2_seed_04.txt	tex_2_seed_05.txt	tex_2_seed_06.txt	tex_2_seed_07.txt	tex_2_seed_08.txt	tex_2_seed_09.txt	tex_2_seed_10.txt	AVG
11200	12123	12027	12389	13107	11680	12730	13107	13107	10961	12243.1
11200	11624	11013	12050	11586	11095	11195	12108	12650	10961	11548.2
10651	11013	12027	13107	11586	11095	10135	12412	12650	10961	11563.7
10167	11807	12412	13107	11667	11095	10135	11166	12392	10961	11490.9
10161	11013	12027	13107	11667	10866	10443	11166	11195	10961	11260.6
10161	10796	11944	13107	9650	10866	9716	11166	11195	10762	10936.3
10161	6902	11944	13107	9650	10866	9716	10961	10094	10762	10416.3
10161	6902	11923	13107	9650	10866	9716	11013	10094	10796	10422.8
10167	6902	10816	13107	9650	11013	9683	11013	9926	10796	10307.3
10167	6902	9708	13107	9650	11082	9655	10993	9757	10796	10181.7
10167	6775	9708	13107	7693	11082	9716	10993	9757	10796	9979.4
10147	6775	9706	11944	9650	11013	7131	10993	9753	10796	9790.8
10061	6775	9660	11667	9650	11132	9655	10247	9741	10796	9938.4
10088	6812	9657	11667	9650	11132	9655	10247	9757	10233	9889.8
10059	6685	9657	11667	9636	11132	9655	10233	7676	10233	9663.3
10049	6759	9634	11667	9647	11132	9655	10233	7676	10233	9668.5
9648	6745	9634	10607	9647	11132	9655	10233	7841	9716	9485.8
9648	6767	9634	11667	9650	10981	9652	10226	7289	9716	9523
9078	6609	9634	11334	9649	10981	9652	10226	7289	9716	9416.8
9058	6609	9634	11334	9645	10981	9652	10226	6502	9716	9335.7
9058	6613	9630	11013	9616	10952	9655	9719	6952	9625	9283.3
8600	6655	9630	10961	9616	10981	9655	9861	6502	9655	9211.6
8600	6645	9630	10961	9606	10981	9655	9856	6468	6936	8933.8
8502	6620	9629	10961	9606	10952	9655	9852	6457	6936	8917
7206	6612	9629	8042	9606	10952	9655	7844	6525	6870	8294.1
7206	6563	9624	8042	9606	10952	9655	7638	6518	6870	8267.4
7126	6612	9629	10249	9603	10282	9655	7629	6446	6870	8410.1
7126	6435	9629	8042	9606	8762	9655	7629	6443	6870	8019.7
7126	6435	9628	8042	9597	9132	9655	7629	6429	6870	8054.3
6821	6435	9628	8042	9597	9132	9655	6902	6411	6870	7949.3
6821	6348	9627	8308	9602	9030	9655	6944	6316	6870	7952.1
6818	6325	9628	8042	9600	8762	9655	6726	6344	6870	7877
6809	6316	9628	8042	9600	8836	9655	6809	6312	6870	7887.7
6732	6325	9628	6912	9600	6900	9655	6809	6207	6870	7563.8
6722	6309	9628	6936	9600	6912	9655	6722	6309	6870	7566.3
6718	6309	9628	6936	9600	6912	9655	6699	6281	6870	7560.8
6708	6298	9628	6912	9483	6889	9655	6573	6207	6870	7522.3
6708	6283	9628	6912	9475	6889	9655	6512	6159	6870	7509.1
6679	6271	9628	6912	9483	6863	9655	6512	6124	6870	7499.7
6586	6271	9628	6912	9451	6819	9655	6507	6129	6870	7482.8
6586	6270	9628	6803	9392	6789	9645	6507	6051	6870	7454.1
6586	6267	9628	6803	9392	6819	9645	6449	6046	6870	7450.5
6534	6267	8902	6803	9376	6776	9313	6405	6106	6870	7335.2
6534	6243	9628	6787	9295	6796	7204	6336	6087	6870	7178
6531	6231	9628	6787	9352	6792	6872	6396	6086	6870	7154.5
6531	6211	8962	6787	9352	6777	6872	6187	6086	6870	7063.5
6501	6197	8867	6417	9352	6777	7204	6187	6062	6868	7043.2
6501	6195	8867	6787	9292	6777	6664	6185	6086	6868	7022.2
6501	6139	8867	6417	9347	6779	6664	6181	6083	6868	6984.6
6495	6139	8859	6417	9332	6768	6664	6152	6036	6862	6972.4
6500	6086	8672	6417	9289	6771	6626	6114	6032	6862	6936.9
