tex_2_seed_01.txt	tex_2_seed_02.txt	tex_2_seed_03.txt	tex_2_seed_04.txt	tex_2_seed_05.txt	tex_2_seed_06.txt	tex_2_seed_07.txt	tex_2_seed_08.txt	tex_2_seed_09.txt	tex_2_seed_10.txt	AVG
34369.9	32795.2	33804.3	31200.8	33301	33433.6	33123.4	34400.3	33487	33168.2	33308.37
23665.5	23196.6	27608.6	23443.1	23508.1	24203.2	23756.9	26260.8	23260.2	24903	24380.6
18460.3	16505	22127.5	20495.1	17857.8	17587.7	21694.9	19383.7	20906.6	20470.4	19548.9
15651.5	18977.6	19718	18771.4	15821.4	17452.3	19727.1	18971.5	20199.2	19632.5	18492.25
16321.9	16838.4	18990.8	19168.6	15982	16927.4	18523	18943.1	22543.2	19237	18347.54
15467.9	15742.8	16351.5	15870.5	16163.3	19193	19515.9	17637.9	19673.6	18680.7	17429.71
17522.4	16342.6	17914.9	16713.1	18150.3	20654.8	16919	18416.8	18409.1	20311.6	18135.46
15530	14973.2	17122	17584.7	21830.5	19138.2	18973	18429.2	20965.5	19335.6	18388.19
13331	16230.5	17116.8	19129.5	21446.2	18563.8	16187	18502	16992.1	17907.3	17540.62
14854.6	16747.3	19355.1	15874.9	21813.8	17456.5	19868.6	20315.1	17974.6	17799	18205.95
13786.3	16199.9	16698.8	17867	16895.3	19114.5	15604.3	18548.4	19389.1	14009	16811.26
15088.3	16977.2	16472.2	17559.5	16552.1	19404.8	15695.5	19320.1	19034.8	15575.9	17168.04
13753.5	13808.8	16519.6	16874.4	18202.3	18710	15691.7	20644.8	15302.4	18349.6	16785.71
13784	13064.2	12412.2	17623.9	15168.8	17920	15993.3	18970.7	17044.9	16678.6	15866.06
14569.8	11902.3	13884	16569	13918.5	20693.3	16432	18989.7	15183.9	15423	15756.55
12353.8	9787.31	11253.9	21337.3	15273.3	18933.6	16916	14511.7	15276.3	16790.7	15243.391
13074.3	9906.01	11354.6	20118.4	14452.3	17448.2	15787.2	13892.4	13850.2	14118.5	14400.211
11757.3	11717.2	13027.4	19379.8	15875.5	16421.3	15474.9	12507.8	14821.4	15671.4	14665.4
11395.1	9408.82	11462.2	21191.9	13488.2	17788.4	18152.3	11801.9	12258.9	15017.7	14196.542
10920.7	11404.5	10854.1	18982	14042.3	17961	15049.6	12426	12456.7	14607.3	13870.42
10604	9821.59	11013.6	19745.9	13455.2	16987.1	18325.4	12917.2	11874.4	14673.7	13941.809
10849.1	9562.12	9988.98	24109.1	12564.8	16736.4	16090.5	12104.4	11700.4	12235.6	13594.14
10794.1	8191.84	10990.6	21935.3	13042.8	17568.4	19691	11249.2	11665.2	15770.8	14089.924
