tex_1_seed_01.txt	tex_1_seed_02.txt	tex_1_seed_03.txt	tex_1_seed_04.txt	tex_1_seed_05.txt	tex_1_seed_06.txt	tex_1_seed_07.txt	tex_1_seed_08.txt	tex_1_seed_09.txt	tex_1_seed_10.txt	AVG
34494.2	33107.8	33209	31095.9	32878	33927.7	33209	34352.7	32964.8	33220.4	33245.95
24859.5	23874.9	23555.8	22102.1	21555	26459.4	23555.8	26580.1	23430.2	25754.6	24172.74
18667.5	17331.3	21540.9	19609	14375	18273.5	21540.9	19065.4	20243.3	18292	18893.88
17374.3	17086.4	18792	20091.2	15023.7	15201	18792	21329.7	18867.5	17971.7	18052.95
18325.3	14702	17723.8	19392	15079.6	17070.5	17723.8	18538.8	17478.6	15871.2	17190.56
15813.9	15319.2	20492.7	19585.5	15988.4	17536.1	20492.7	16279.6	17907.2	16926.2	17634.15
19999.8	15543.1	17779.5	17955.8	14355.2	15246.7	17779.5	15799.8	17470.2	15982.8	16791.24
18611.8	14727.6	18857.7	20417.5	13891.2	17935.9	18857.7	15731.4	15333.4	14851.1	16921.53
18876.8	15684.5	16533.5	18782.9	14207	15644	16533.5	15063.2	15547	16508	16338.04
19053.2	16266.6	18090.5	18258.1	13781.5	15350.2	18090.5	16164.1	17203	15505.4	16776.31
17820.9	15005.3	16144.5	18363.9	13807.9	15884.8	16144.5	15169.5	14588.8	15235.6	15816.57
19549.9	14607	16633.3	20340.3	13749.6	14872.2	16633.3	15774.1	15441.8	17430.5	16503.2
19700	14791.3	16721.5	21283	13950.5	14516.2	16721.5	14797.1	14920.6	14861.2	16226.29
18712.9	15461.1	15441.3	20255.4	14182.1	15066.3	15441.3	14304.6	14579.3	15138.5	15858.28
17190.2	13980	14895.5	19556	14985.6	15310.9	14895.5	13936.8	14215.3	15849.1	15481.49
18466.6	15721.4	14942	19968.2	16475.9	17549.4	14942	13191.8	14207.6	16753.6	16221.85
17823.2	14226.2	15518.8	18787.5	17007.5	15495.8	15518.8	12832.1	13995.2	16412.2	15761.73
18585	15218.3	15733.6	18385.1	16269.3	16337.6	15733.6	13447.7	14832.3	15521.2	16006.37
