20.8,22.7,1.9
29.0,31.62,2.62
29.0,26.8,-2.2
10.5,13.95,3.45
49.1,48.26,-0.84
31.0,23.5,-7.5
32.2,29.7,-2.5
13.0,12.64,-0.36
17.6,20.67,3.07
32.7,27.48,-5.22
16.0,26.8,10.8
23.0,20.23,-2.77
18.5,20.13,1.63
29.5,23.88,-5.62
5.8,11.95,6.15
11.8,11.71,-0.09
13.1,14.73,1.63
19.0,19.17,0.17
23.5,21.96,-1.54
39.0,34.21,-4.79
10.4,16.12,5.72
18.0,17.53,-0.47
7.2,12.63,5.43
10.1,12.62,2.52
13.1,12.64,-0.46
10.5,11.25,0.75
29.1,30.78,1.68
37.7,39.06,1.36
10.3,12.16,1.86
23.2,17.4,-5.8
11.4,13.02,1.62
31.0,30.28,-0.72
11.3,19.17,7.87
28.3,26.74,-1.56
31.3,25.16,-6.14
15.5,13.57,-1.93
37.5,29.8,-7.7
17.7,25.07,7.37
16.3,23.66,7.36
