38.2,39.77,1.57
76.0,73.53,-2.47
13.4,19.87,6.47
11.4,16.32,4.92
12.3,18.84,6.54
39.0,34.98,-4.02
17.0,17.85,0.85
19.0,25.19,6.19
39.0,41.53,2.53
16.9,19.42,2.52
35.5,28.35,-7.15
30.9,22.68,-8.22
30.5,22.15,-8.35
24.9,27.23,2.33
46.5,29.76,-16.74
20.3,20.78,0.48
14.0,23.0,9.0
18.5,26.91,8.41
13.4,19.77,6.37
40.0,37.4,-2.6
36.1,43.51,7.41
10.8,19.42,8.62
61.0,37.34,-23.66
14.2,23.0,8.8
41.0,38.98,-2.02
27.0,35.95,8.95
22.0,25.71,3.71
5.8,21.57,15.77
23.5,26.05,2.55
18.0,22.15,4.15
31.0,31.91,0.91
43.4,28.31,-15.09
42.7,34.94,-7.76
24.0,20.51,-3.49
24.0,21.0,-3.0
27.5,23.02,-4.48
38.1,26.96,-11.14
27.1,26.07,-1.03
45.0,30.49,-14.51
