paramSet_01.txt	paramSet_02.txt	paramSet_03.txt	paramSet_04.txt	paramSet_05.txt	paramSet_06.txt	paramSet_07.txt	paramSet_08.txt	paramSet_09.txt	paramSet_10.txt	paramSet_11.txt	paramSet_12.txt	paramSet_13.txt	paramSet_14.txt	paramSet_15.txt	paramSet_16.txt	paramSet_17.txt	paramSet_18.txt	paramSet_19.txt	paramSet_20.txt
6.26659e+07	1.04986e+06	248876     	189617     	8.04799e+07	6.16952e+29	7987.47    	117306     	1.13242e+06	15410.2    	12568.8    	747414     	37875.3    	1.97489e+06	205931     	92079      	915264     	1.24626e+08	3.09822e+06	2.95653e+09
7.03005e+10	1.47201e+07	357153     	8.42449e+07	4.29997e+06	4.86976e+29	5.67283e+08	24221.6    	510710     	20636.6    	12649.2    	1.682e+07  	42641      	13132.6    	667234     	91715.3    	38071.1    	42644.5    	2.40607e+07	8.70529e+28
1.93672e+07	1.53274e+07	1.50494e+07	217444     	84654.9    	4.49367e+33	1.92817e+06	1.90007e+07	2.85724e+07	1.13604e+08	144420     	1.40198e+08	683460     	555728     	7.14901e+06	7992.58    	122421     	97494.8    	2.83465e+06	3.46185e+29
721501     	2.91024e+07	157872     	6.12498e+06	5.87021e+06	1.38887e+30	95151.1    	17807      	5.73551e+06	21916.7    	173684     	1.30322e+07	1.86987e+07	562497     	506894     	12990.3    	110880     	6742.65    	6.11209e+06	1.99933e+31
1.80749e+07	464710     	1.739e+08  	894132     	405684     	7.20835e+28	280958     	116437     	4.14321e+14	16721.6    	84675.6    	1.18816e+06	377537     	6.35757e+06	2.20153e+06	95892.9    	883581     	36566.6    	1.0441e+09 	6.36175e+28
1.90568e+06	2.93379e+07	11070      	1.82293e+07	2.06233e+06	6.20667e+29	1.18431e+08	21357.5    	177250     	19410.4    	9852.06    	1.82712e+08	146426     	1.51014e+06	3.68812e+06	1.3527e+06 	8.27327e+06	5381.97    	2.0842e+09 	1.30743e+29
2.26778e+07	1.27935e+06	257521     	6.09904e+06	14843.1    	9.7033e+29 	3.78462e+08	1.39728e+07	490795     	2319.41    	18502      	4.9869e+07 	69792.1    	2.57354e+06	2.94928e+06	87340      	19121.1    	8704.36    	1.07942e+09	3.44472e+30
5.2384e+07 	4.52552e+07	184133     	6.29092e+06	121253     	4.49424e+33	4.90751e+06	4.38047e+06	222250     	581024     	89428.4    	6.26713e+07	89708      	8226.09    	524001     	92519.1    	351172     	102940     	1.48934e+06	2.95042e+28
6.29168e+07	1.49896e+07	2.45493e+06	6.0325e+06 	139536     	2.429e+29  	624599     	1.76616e+06	6.39475e+06	566942     	91715.6    	1.3053e+08 	110378     	3109.02    	1.0412e+06 	9.44153e+06	478631     	281787     	1.02532e+09	3.59514e+30
474491     	1.85981e+08	628278     	361274     	8.31311e+07	4.4932e+33 	5.62904e+07	376657     	1.94144e+08	550532     	14194.2    	5.76164e+06	194257     	1.68287e+06	1.10986e+07	23186.8    	1.67445e+06	710936     	2.27964e+07	1.43304e+29
1.3091e+07 	2.36558e+07	24534.9    	8.02318e+06	8310.91    	3.85863e+29	1.13457e+08	137023     	376003     	1.07951e+06	5923.1     	8.30131e+08	3.5035e+06 	1.81932e+08	334730     	1.61544e+07	111877     	9.63127e+06	1.76445e+07	3.62864e+30
1.33368e+28	2.0126e+07 	4556.14    	2.11215e+07	2.2472e+06 	1.16787e+30	2.15738e+06	431933     	4.45065e+14	17296.4    	119979     	4.57777e+08	638832     	1.21311e+06	636995     	1.54146e+09	116193     	31720      	9.6738e+06 	3.40551e+30
4.56366e+07	2.25624e+06	42430.7    	1.5787e+07 	2.53585e+09	2.189e+30  	7.81169e+09	143989     	1.97858e+06	1.07545e+06	13332.6    	3.22459e+08	99027.4    	17784.2    	1.58591e+06	687651     	3871.85    	8.88976e+06	4.14319e+06	6.33825e+26
