tex_3_seed_01.txt	tex_3_seed_02.txt	tex_3_seed_03.txt	tex_3_seed_04.txt	tex_3_seed_05.txt	tex_3_seed_06.txt	tex_3_seed_07.txt	tex_3_seed_08.txt	tex_3_seed_09.txt	tex_3_seed_10.txt	AVG
39321	40563	40563	43282	39321	40685	40179	39558	40563	39339	40337.4
39463	39321	39375	39321	39336	39321	40685	40734	39372	39402	39633
40563	40011	39435	39325	40305	39650	39682	39999	40686	39321	39897.7
39445	40011	39321	39678	39321	39682	39682	40685	39321	39321	39646.7
39579	39594	39682	39356	40305	39682	39650	39682	39563	39384	39647.7
39321	39678	39682	39321	39650	39678	40106	39321	39321	40734	39681.2
39682	41660	39682	39443	39528	39321	39321	39714	39558	39436	39734.5
39678	39321	39872	39555	39480	39396	39321	40011	39554	39321	39550.9
39353	39321	39321	39321	39321	39321	39445	39648	39349	39321	39372.1
39321	39321	41657	39321	39321	39321	40685	39590	39445	39321	39730.3
39321	39682	39682	39321	39560	39682	39321	40368	40539	39321	39679.7
39678	39321	39321	39353	39321	39682	39682	39720	39445	39682	39520.5
39682	39321	39567	39321	39321	39682	39321	39558	39321	39650	39474.4
39321	40199	39321	39321	39321	39809	39321	39713	39436	39321	39508.3
39465	39436	39321	40358	40388	39321	40142	39321	39678	39321	39675.1
39682	39660	39321	39321	39321	39321	39682	38483	39321	39322	39343.4
39321	39321	39321	39321	39678	39321	39842	39321	39321	39321	39408.8
39558	39436	40011	39434	39325	39682	39567	40305	39945	39322	39658.5
39321	39321	39727	40569	39321	39320	39682	39321	39321	39321	39522.4
41804	39682	39321	41451	39321	39321	39682	38875	37959	39321	39673.7
39678	39321	39321	40568	39804	39321	21040	39321	39321	39682	37737.7
39321	39436	41133	39280	39321	39174	39171	38431	39321	39321	39390.9
39325	39321	39338	39321	39321	39682	39572	39257	39321	39321	39377.9
39548	39436	40011	39321	39321	39682	39682	39257	39325	39321	39490.4
40011	39436	39321	33354	39682	39321	39321	36421	39320	39321	38550.8
39321	39436	39321	39321	39321	39321	39442	37865	39321	39321	39199
39321	39321	39321	39321	39321	39471	39321	37865	39321	39320	39190.3
39321	39558	40011	37466	39650	39321	39679	39321	22453	39321	37610.1
39445	39321	39321	31886	39321	39306	40563	39301	22808	39320	37059.2
39321	39321	39321	41631	39321	39209	39321	40011	39321	39321	39609.8
39321	39321	39321	33421	39321	37294	40591	40561	37959	39353	38646.3
39321	39319	38480	36472	39321	39547	40591	38222	37959	39320	38855.2
39353	39745	39321	36790	39321	39320	39682	38771	39321	39321	39094.5
39567	38948	39321	34314	39682	38310	40591	39321	16452	39321	36582.7
39321	39321	40011	34249	39321	37229	33532	37559	39321	22397	36226.1
39321	39321	39321	38746	39321	38223	39321	39321	39320	39210	39142.5
39552	38519	39321	38207	39321	39321	39682	39204	39311	39321	39175.9
39173	39321	39321	35286	39321	35761	39539	38320	39321	39320	38468.3
39321	39321	40011	38056	39321	39321	32593	38643	39321	13107	35901.5
39321	39321	39321	36041	39321	39682	39682	39320	39321	39321	39065.1
39321	39353	36146	33845	39321	36604	39682	39320	39353	39321	38226.6
39321	38994	39320	39321	39413	39321	39316	39320	23623	14677	35262.6
39321	38790	37123	24118	39321	39745	39682	23458	39316	39321	36019.5
39321	38894	39321	33722	39445	23000	34225	39317	28214	39321	35478
39321	39321	39321	33716	38310	24589	39321	39321	39321	39159	37170
39435	22308	39321	33806	39321	37204	40591	13902	39320	39321	34452.9
39321	39321	16486	33844	39321	23687	39682	39013	39321	13186	32318.2
39569	39321	39321	35907	39321	27411	18795	39108	39321	33295	35136.9
39325	39321	40011	35970	39321	39321	27682	25585	39322	39321	36517.9
40563	39321	39320	33911	39321	39321	16320	38098	39322	39321	36481.8
40685	37369	40011	35868	38310	39134	15585	15408	39322	13107	31479.9
