tex_4_seed_01.txt	tex_4_seed_02.txt	tex_4_seed_03.txt	tex_4_seed_04.txt	tex_4_seed_05.txt	tex_4_seed_06.txt	tex_4_seed_07.txt	tex_4_seed_08.txt	tex_4_seed_09.txt	tex_4_seed_10.txt	AVG
36243.8	36980.8	36589.5	37286.1	37566.4	36932.7	35740.8	36954.1	37132.5	37693.7	36912.04
31695.4	32238.3	31538.7	33158.2	35300.2	32494.6	28588.2	31719.6	33129.6	34458.8	32432.16
24565.6	24802.2	23918.5	26601	29360.4	25984.6	23261.7	25863.7	27269.5	27127.7	25875.49
21026.6	21749.2	21284.8	21024.9	24181.8	20376.7	17711.6	20946.8	22697.7	21504.7	21250.48
19603.7	17301.4	23185.8	19821	19999.3	18381.5	20120	18553.3	23086.9	22027.5	20208.04
19538.6	21321.6	20805.2	21760.4	18823.1	17855.8	17844.8	17399.4	21935	19804.9	19708.88
20026.5	19731.8	20486	19129.1	20346.5	17296.3	15502.8	16301.1	18663.2	20057.4	18754.07
22346.2	20063.8	20284.7	17096.4	20731.5	17582.9	15340.7	18569.2	20192.5	20298.1	19250.6
19991	20279.5	21465.5	19537.3	20125.5	17872.2	15746.2	16288.2	22861.1	19221.3	19338.78
21436.5	19650.9	18353.4	18632	20859.3	19018.1	17745.7	17681	19623.8	17598	19059.87
18420.9	17402.1	20827.5	21717.7	20142.8	16459.6	14927.8	17493.2	20013.1	17067.7	18447.24
18892.7	18803.4	19152.6	18143.7	17581.6	16187.1	14684.4	17116.3	18486.6	16837.3	17588.57
17837.1	18175.8	18817.8	18793.1	19152.3	17899.3	13520.9	15506.1	20685.6	14046.5	17443.45
20425	17390.5	17587.7	19314.6	17174.8	17426.7	12511.5	15713.6	17410	14095.2	16904.96
20262	13840.9	16567.7	19746.1	20029.4	17836.3	12205.5	17436.5	17730.1	14853.4	17050.79
16369.6	15071.2	16210.8	21303.4	17458.2	16943.8	12336.6	16961.3	19512.5	14991.9	16715.93
20691.7	16526.3	13925	19212.8	17890.5	17728.2	11753.4	17668.7	16734.5	14789	16692.01
17545.2	15407.2	14831.2	17412.6	18435.5	16838.3	13244.4	16111.3	17734.2	14855.2	16241.51
16912.2	14162.5	16512.4	16673.2	19133.1	17748.1	11625.5	15016	16503.4	12810.5	15709.69
15670.5	15056.2	15193	17337.3	17301.5	17432.7	11443.6	16282.8	15624.3	12796.1	15413.8
15162.9	15341.7	16603.9	17067.8	14900.9	17288.2	10713.7	17139	14284.9	13662.1	15216.51
15516.5	15200.1	13597.3	16593.5	20086.3	16678.7	10811.5	12838.3	15341.3	12009.8	14867.33
13508	14299.6	14280.2	15734.1	17805.1	14090.1	11943.4	14387.5	15516.2	13797.3	14536.15
13475.5	13460.1	12459.2	15513.2	14743.2	15124.3	12352.9	13659	14687.3	14395.6	13987.03
13717.4	13884.8	12270.1	16148.1	13230.1	13353	11659.5	13222.9	14470.2	12757	13471.31
14325.1	13588.5	10932	16975	14125.9	13217.2	10836.9	15258.5	16933.1	14248	14044.02
14566.1	13266.8	12146.8	13785.9	13335.6	13739.4	11343.8	12785.6	16373.7	12547.3	13389.1
12976.6	13562.4	11123	14926.6	16072.1	13394.9	10503	13490.7	12783.4	12046.7	13087.94
15405.3	13491.7	11198.4	16057.2	15700.8	13448.4	11359.2	12393.6	12637.3	13904.8	13559.67
