tex_2_seed_01.txt	tex_2_seed_02.txt	tex_2_seed_03.txt	tex_2_seed_04.txt	tex_2_seed_05.txt	tex_2_seed_06.txt	tex_2_seed_07.txt	tex_2_seed_08.txt	tex_2_seed_09.txt	tex_2_seed_10.txt	AVG
7155	13107	10035	9602	10438	6909	13107	13107	13107	13107	10967.4
3443	11943	10131	11694	10438	8144	4906	10438	10131	13107	9437.5
3443	2686	8273	2917	10438	6909	3476	10438	10131	8429	6714
2917	3265	6909	3093	4065	6909	3304	7086	6909	7155	5161.2
2917	4228	9475	3924	3095	6909	3304	4481	6909	6909	5215.1
2665	3682	2917	3490	3095	2917	2665	4481	3927	2917	3275.6
2665	3095	2917	3490	2835	2665	2597	1439	2757	2917	2737.7
2665	3010	3245	3490	2835	2665	2665	1439	2665	2917	2759.6
2665	3010	2665	3490	2757	2665	2442	1263	1679	2917	2555.3
2665	1636	2665	3490	2757	2665	2665	1263	1663	2811	2428
2665	1636	2660	3074	2665	2665	2665	1263	1679	2665	2363.7
2376	1636	2371	3183	2644	2620	2402	1263	1679	2665	2283.9
2665	1636	2371	2665	2665	2665	2402	1263	1663	2665	2266
2338	1630	2371	1414	2340	2620	2370	1262	1679	2665	2068.9
2338	1630	2371	1136	2665	2490	2305	1263	1451	2665	2031.4
2338	1554	2371	1994	2644	2232	2261	1262	1451	2665	2077.2
2338	1261	1676	1789	2141	2240	2203	1262	1451	2642	1900.3
2338	1161	1676	1727	2035	1557	2068	1184	1451	2665	1786.2
2336	1161	1676	1727	2051	1849	2003	1182	1451	2665	1810.1
2336	1162	1676	1727	2035	1691	2013	1178	1325	2665	1780.8
2336	1127	1676	1727	2027	1522	1953	1104	1325	2665	1746.2
2336	1161	1676	1666	2027	1494	1983	1114	1451	2665	1757.3
2336	1127	1676	1727	2027	1494	1877	1114	1451	2665	1749.4
2336	1127	1645	1666	2027	1390	1877	1054	1451	2665	1723.8
2336	1091	1535	1666	2068	1390	1746	1054	1451	2665	1700.2
1914	1091	1592	1666	2040	1362	1684	1053	1428	2665	1649.5
1914	1091	1535	1666	2027	1387	1670	1032	1428	2665	1641.5
1914	1088	1102	1666	2027	1360	1670	1032	1337	2665	1586.1
1914	1087	1102	1666	1993	1183	1571	1021	1080	2665	1528.2
1914	1018	1097	1666	1993	1204	1566	1018	1079	2665	1522
1914	974	1090	1666	1980	1086	1490	1011	1079	2665	1495.5
1845	974	991	1666	1980	1086	1484	1013	1071	2665	1477.5
1845	974	991	1666	1934	1065	1484	1012	1079	2665	1471.5
1845	974	991	1666	1934	1065	1483	1007	1078	2665	1470.8
1734	974	991	1666	1900	1015	1483	1003	1078	2665	1450.9
1734	971	991	1666	1900	1015	1464	997	1074	2665	1447.7
1696	971	990	1666	1899	1009	1451	993	1072	2665	1441.2
1667	971	988	1666	1899	1015	1448	939	1069	2665	1432.7
1667	971	978	1657	1899	989	1448	939	1071	2665	1428.4
1663	971	978	1657	1899	970	1447	933	1071	2665	1425.4
1662	971	980	1657	1864	970	1439	897	1066	2665	1417.1
1633	971	903	1620	1864	969	1428	897	1066	2665	1401.6
1633	970	963	1620	1864	940	1424	869	1066	2665	1401.4
1454	971	940	1619	1752	940	1420	860	1066	2665	1368.7
1454	970	940	1580	1752	937	1410	849	1064	2665	1362.1
1404	970	926	1580	1752	937	1408	805	1064	2665	1351.1
1404	970	914	1500	1817	936	1406	805	1062	2665	1347.9
1309	970	907	1499	1817	936	1402	801	1062	2665	1336.8
1267	970	907	1499	1817	935	1340	805	1061	2665	1326.6
1267	970	907	1394	1817	936	1340	805	1061	2665	1316.2
1043	968	906	1377	1817	936	1331	805	1058	2665	1290.6
