tex_4_seed_01.txt	tex_4_seed_02.txt	tex_4_seed_03.txt	tex_4_seed_04.txt	tex_4_seed_05.txt	tex_4_seed_06.txt	tex_4_seed_07.txt	tex_4_seed_08.txt	tex_4_seed_09.txt	tex_4_seed_10.txt	AVG
11990	12312	13038	12976	9210	13053	10322	13098	11990	12878	12086.7
11355	11473	10903	11998	13084	11865	10409	11641	11983	12878	11758.9
9607	10602	11691	10954	10684	12024	11077	9928	10222	11352	10814.1
8946	11420	10568	10954	10125	10903	11214	9210	10024	10831	10419.5
8946	10461	11012	10954	10326	11355	10378	9210	9207	10831	10268
8946	10461	11643	10998	9394	10914	10345	10684	9004	10831	10322
8613	10500	9075	10903	9394	10903	10344	9207	9004	10522	9846.5
8694	9594	9534	10903	9489	9403	10345	10684	8946	9523	9711.5
8613	10168	9874	10903	9489	9230	10239	9207	9004	9523	9625
8613	10052	9874	10903	9394	10725	10239	9207	8922	9522	9745.1
7899	10170	9874	10903	8922	10725	10196	9207	8922	9353	9617.1
8613	10500	9874	10903	8922	10330	10077	9207	8922	9353	9670.1
7890	9444	8948	10902	8922	10793	10063	9207	8922	9061	9415.2
7890	9719	9874	10903	8922	9401	10077	9075	8922	9353	9413.6
7890	9795	9865	10887	8922	8854	9937	9044	8922	9353	9346.9
7890	9314	9874	10891	8922	8854	9934	9044	8922	9280	9292.5
7890	9337	9594	10869	8922	8811	9915	9075	8946	9238	9259.7
7890	9044	9056	10869	8922	8300	9904	8982	8922	9059	9094.8
7813	9044	8633	10869	8922	8232	9906	8982	8841	8599	8984.1
7787	9044	8948	10869	8922	8415	9904	8982	8841	8599	9031.1
7787	9310	8948	10869	8922	8300	9860	8941	8792	8853	9058.2
7789	9310	8948	10745	8815	8300	9731	8941	8102	8853	8953.4
7789	9441	8825	10745	8815	8300	9731	9075	8659	8386	8976.6
7503	9334	8771	10745	8815	8300	9728	9075	8659	8386	8931.6
7546	9316	8380	10745	8725	8616	9704	9075	8659	8386	8915.2
7546	9269	8285	10745	8725	8552	9704	9075	8659	8386	8894.6
7527	8978	8266	10728	8725	8300	9692	9075	8546	8386	8822.3
7527	8895	8168	10728	8694	8300	9692	9075	8432	8386	8789.7
7527	8823	8166	10719	8694	8054	9602	9075	8432	8386	8747.8
7594	8823	8166	10719	8694	8300	9602	9075	8430	8379	8778.2
7739	8820	7635	10628	8694	8300	9416	9075	8321	8379	8700.7
7444	8806	7477	10644	8694	8300	9416	9075	8321	8379	8655.6
7439	8798	7466	10625	8694	8251	9171	9075	8249	8174	8594.2
7439	8694	7466	10563	8684	8069	9171	9075	8249	8174	8558.4
7439	8712	7474	10517	8684	8069	9171	9075	8249	7992	8538.2
7346	8709	7474	10392	8684	8069	9113	9075	8169	7978	8500.9
7351	8685	7474	10392	8600	8069	9113	9075	8169	7978	8490.6
7404	8687	7474	10344	8600	8069	9021	9075	8169	7501	8434.4
7404	8639	7474	10286	8600	8069	9021	9075	8093	7501	8416.2
7404	8625	7474	10286	8600	8069	8870	9075	8093	7501	8399.7
7404	8612	7458	10239	8597	8051	8887	9075	7884	7485	8369.2
7387	8529	7455	10239	8592	8051	8980	8800	7823	7485	8334.1
7404	8498	7457	10239	8592	8051	8902	8800	7823	7485	8325.1
7342	8478	7443	10235	8592	7886	8849	8800	7823	7475	8292.3
7332	8478	7443	10181	8592	7805	8844	8799	7688	7475	8263.7
7341	8478	7443	10124	8592	7805	8776	8799	7632	7020	8201
7306	8399	7364	10124	8592	7713	8771	8799	7632	7475	8217.5
7241	8249	7321	10121	8592	7683	8740	8553	7632	6841	8097.3
7295	8233	7321	10107	8592	7584	8734	8553	7591	6841	8085.1
7150	7923	7321	10048	8549	7584	8728	8553	7591	6841	8028.8
7267	7923	7231	9908	8549	7519	8728	8553	7591	6841	8011
