36315.9	36931.6	36451.5	37272.4	37746.1	36986.9	35732.4	36924.9	37076.8	37705.1	36914.36
32053.3	31769.3	31130	32827.8	35625.8	33472.9	28866.3	31624.1	32805.6	34973.3	32514.84
24311	24655.1	24348.9	24691.3	29979.1	27520.7	21477	27724.5	27350.6	28918.6	26097.68
21276	22778	19692.2	22220	24265.5	21711.8	19861.1	21631.7	23582.6	22607.6	21962.65
19967.5	18919.4	19117	18844.3	19397.8	20049.4	19074.7	17323.2	21042.1	20802.1	19453.75
23049.4	19561.6	19566.5	19773.9	20426.8	18693.2	18032	18771.7	19344	19300.1	19651.92
21193.1	21074.6	20036.8	19892.8	21808.2	17745.7	15392.7	16541.2	19911	18623.3	19221.94
18768.3	19586.4	17361.5	16764	21087.7	20779.9	16608.4	19727.9	20024	19792.8	19050.09
18577.2	21175.1	18202.6	19625.7	21453	18244.3	17503.1	18677.1	20898.5	18452.2	19280.88
18939.2	17113	18612.3	19384.8	22152.4	19195.6	17663.8	17243	23301.2	21966.3	19557.16
17546.6	16749.6	15661.7	17839.6	20170.3	20597.7	19456.8	14218.3	23052.2	18507	18379.98
17265.7	19437.8	15802.1	20651.8	21488.3	21069.3	18285.7	17117.6	20725.5	16999.8	18884.36
17054.2	18312.5	17604.8	17097.5	17713.3	18431.8	17173.4	15875.6	21732.2	17917.4	17891.27
15844	17860.4	13433.9	17955.7	18500.2	15700.8	18153.8	16095.3	18922.3	17707.8	17017.42
17162.9	14710.9	17733.5	18553.6	19891.3	15879.8	16376.9	15446.1	25624.1	16836.2	17821.53
16418	15691.2	14699.9	18428.2	21148.6	15244.7	14253.6	14499	21144.4	18842.4	17037
14638.3	15094.4	13739.2	17145.1	17803.5	15227.4	16935.1	13026	20072.4	16712.8	16039.42
18571.2	15352.4	14472.9	20289.3	16514.4	16242.9	15248.8	13278.7	22276.2	16126.8	16837.36
15029.6	17060.4	13093	19621.6	16287.7	16970.3	15386.6	12527.5	20018.1	16960.5	16295.53
17565.4	15807.4	13805.9	15219.2	19643.1	16835.3	17784	13903.4	19279.7	15411	16525.44
14271.5	14258	10270.9	17060.6	15888.3	16500.6	15091.5	13037	18117.6	14057.3	14855.33
14718.3	14606.7	10613	16177.9	15779	18876.3	16930.8	11965.1	17197	12955.9	14982
12701.8	14730.7	11498.1	15192.5	14917.1	16117.4	14224.8	11388.9	16830	12287.4	13988.87
11144.1	14959	11589.5	16182	14010.2	15660.9	15382.6	10115.7	15303.1	12289.8	13663.69
12704.8	14775.5	9155.07	15363.5	14762.4	14306.1	12516.8	11490.5	15776.8	10840.3	13169.177
14272.9	14201.2	8849.56	16852	13488.1	15607.7	11164.5	10583.3	13351.5	12630.6	13100.136
12950	13353.5	9663.1	17409.8	13442.3	12954.8	11130.5	9608.53	14619.1	11030.6	12616.223
10124.7	13483.9	8475.15	14073.3	13384.5	12712.5	12682.4	9653.1	14623.5	11633.8	12084.685
12212.1	13189.1	8363.06	16940.5	13532.6	13017.3	10709.6	9210.43	14852.6	10125.7	12215.299
12336.6	14010.3	10277.3	14605.1	12198.5	10409.5	12869.1	9010.68	14639.8	10612.1	12096.898
10808.8	12262.1	9089.5	13269.7	11977.3	10034.3	9556.66	9909.66	14220.3	11646.9	11277.522
10889.9	10165.7	8819.7	13259.8	13571.8	10098.5	10620.8	10507.7	15620.8	10607.5	11416.22
12404.9	10561	8784.67	13339.8	11693.8	9142.37	10734.7	10774.3	16666.6	11549.8	11565.194
10956.2	10280.1	8914.27	13154.5	12699	9630.6	10872	9996.13	14118.4	10931.4	11155.26
11745.6	8111.65	9665.78	14769.9	11771.5	8677.11	9154	9715.27	14603.5	11438.4	10965.271
10014	9803.47	8777.25	12809	10906.3	9045.27	7888.33	10129	13847.7	9751.26	10297.158
10043.6	10141.3	8387.69	11586.5	10758.2	10592.8	8711.86	9040.21	13632.9	8670.33	10156.539
8295.86	10138	9469.29	9490.84	10240.6	8274.06	7183.93	9811.06	13240.2	9967.82	9611.166
9122.61	11372.3	8866.29	10801.5	10462.1	8154.28	7848.58	7878.45	14151.9	8332	9699.001
7881.43	8905.25	9661.55	9617.84	10502.3	8203.37	6001.95	8011	13539.3	9894.07	9221.806
6977.13	9793.14	8382.09	9485.36	11144.4	7332.32	6685.26	8167.23	13233.9	8639.96	8984.079
6952.76	10227.3	7574.33	10157.6	11077.4	8057.42	7304.75	9212.36	15085.2	8862.1	9451.122
7692.26	9491.77	9297.85	10752.4	11088.5	7370.39	7458.28	7143	13084.7	8418.29	9179.744
6829.9	6572.61	7935.51	7887.47	9258.74	5867.01	7255.74	7337.19	12721.1	7573.53	7923.88
6883.8	10227.9	8031.24	12142.3	9600.24	6553.87	8329.11	7045.52	12626.3	8446.51	8988.679
9210.3	6742.32	7987.47	11725.8	9634.86	6114.3	6669.33	8200.05	14191.5	7361.61	8783.754
7785.26	7856	7301.38	10409.5	8514.52	7112.65	7920.48	8264.26	13491.8	7943.17	8659.902
7235.64	6836.76	8550.36	10037.6	8576.04	7160.87	8017.72	8195.75	12533.6	8247.02	8539.136
6542.69	7057.94	8452.78	9438.44	7979.89	6449.8	7347.52	5922.38	12640.2	8146.13	7997.777
6749.69	8072.34	8467.6	11323.2	7932.64	6230.64	6372.81	7211.12	12649.9	7483.19	8249.313
5957.51	7116.64	8274.31	9856.88	7169.93	6252.6	7373.3	7444.3	12329.2	7308.27	7908.294
