38.2	38.15	-0.05	0.0038461538
76	76.03	0.03	0.0023076923
13.4	14.32	0.92	0.0707692308
11.4	11.93	0.53	0.0407692308
12.3	13.94	1.64	0.1261538462
39	39.23	0.23	0.0176923077
17	16.13	-0.87	0.0669230769
19	18.14	-0.86	0.0661538462
39	39.01	0.01	0.0007692308
16.9	17.2	0.3	0.0230769231
35.5	35.77	0.27	0.0207692308
30.9	30.73	-0.17	0.0130769231
30.5	29.07	-1.43	0.11
			
			0.0432544379
