20.8	19.15	-1.65	0.1269230769
29	29.35	0.35	0.0269230769
29	23.06	-5.94	0.4569230769
10.5	11.24	0.74	0.0569230769
49.1	48.97	-0.13	0.01
31	30	-1	0.0769230769
32.2	32.69	0.49	0.0376923077
13	13.27	0.27	0.0207692308
17.6	17.6	0	0
32.7	32.46	-0.24	0.0184615385
16	23.06	7.06	0.5430769231
23	23.03	0.03	0.0023076923
18.5	18.33	-0.17	0.0130769231
			
			0.1069230769
