47.7	48.6	0.9	0.0692307692
11.3	10.9	-0.4	0.0307692308
10.1	10.67	0.57	0.0438461538
45	42.8	-2.2	0.1692307692
23	22.26	-0.74	0.0569230769
41	44.63	3.63	0.2792307692
31.7	30.86	-0.84	0.0646153846
32.2	33.08	0.88	0.0676923077
16.7	16.6	-0.1	0.0076923077
15.3	15.76	0.46	0.0353846154
33	33.1	0.1	0.0076923077
31	32.32	1.32	0.1015384615
59.3	56.92	-2.38	0.1830769231
			
			0.0859171598
