47	47.01	0.01	0.0007692308
36.4	35.87	-0.53	0.0407692308
13.9	14.13	0.23	0.0176923077
25.9	26.43	0.53	0.0407692308
13.5	13.08	-0.42	0.0323076923
9	8.98	-0.02	0.0015384615
11.4	11.12	-0.28	0.0215384615
16.3	19.45	3.15	0.2423076923
33	32.79	-0.21	0.0161538462
30.2	31.12	0.92	0.0707692308
19.8	19.19	-0.61	0.0469230769
39	37.43	-1.57	0.1207692308
53.7	51.1	-2.6	0.2
			
			0.0655621302
