42.7	43.88	1.18	0.0907692308
29	30.54	1.54	0.1184615385
54.8	54.31	-0.49	0.0376923077
5.8	6.18	0.38	0.0292307692
51.2	46.66	-4.54	0.3492307692
13.5	14.39	0.89	0.0684615385
24	21.97	-2.03	0.1561538462
12.3	14.73	2.43	0.1869230769
25.8	25.92	0.12	0.0092307692
13	12.78	-0.22	0.0169230769
50	49.13	-0.87	0.0669230769
13.1	15.14	2.04	0.1569230769
9.4	8.13	-1.27	0.0976923077
			
			0.1065088757
