5.8	12.32	6.52	0.5015384615
12.7	11.82	-0.88	0.0676923077
28.4	28.88	0.48	0.0369230769
51.2	50.55	-0.65	0.05
35.9	35.4	-0.5	0.0384615385
17.9	20.03	2.13	0.1638461538
33.3	31.01	-2.29	0.1761538462
32.7	31.48	-1.22	0.0938461538
11.8	13.32	1.52	0.1169230769
26.8	22.6	-4.2	0.3230769231
7.8	9.82	2.02	0.1553846154
42.7	43.18	0.48	0.0369230769
21.2	21.34	0.14	0.0107692308
			
			0.1362721893
