29.5	29.9	0.4	0.0307692308
30.9	31.61	0.71	0.0546153846
15.3	15.39	0.09	0.0069230769
25.2	25.14	-0.06	0.0046153846
63	62.98	-0.02	0.0015384615
6.9	7.04	0.14	0.0107692308
33.8	33.7	-0.1	0.0076923077
33.3	33.25	-0.05	0.0038461538
12.8	13.06	0.26	0.02
27.4	26.44	-0.96	0.0738461538
13.2	12.66	-0.54	0.0415384615
34	33.62	-0.38	0.0292307692
11.4	11.3	-0.1	0.0076923077
			
			0.0225443787
