38.2	39.01	0.81	0.0623076923
24.2	19.85	-4.35	0.3346153846
13.2	13.59	0.39	0.03
38.1	39.36	1.26	0.0969230769
12.3	13.2	0.9	0.0692307692
51.2	49.4	-1.8	0.1384615385
12.8	14.62	1.82	0.14
32.7	30.49	-2.21	0.17
35.7	34.46	-1.24	0.0953846154
48.6	50.76	2.16	0.1661538462
15.6	18.38	2.78	0.2138461538
5.1	6.74	1.64	0.1261538462
40.1	41.05	0.95	0.0730769231
			
			0.1320118343
