tex_4_seed_01.txt	tex_4_seed_02.txt	tex_4_seed_03.txt	tex_4_seed_04.txt	tex_4_seed_05.txt	tex_4_seed_06.txt	tex_4_seed_07.txt	tex_4_seed_08.txt	tex_4_seed_09.txt	tex_4_seed_10.txt	AVG
34483.7	33582.4	33634	31023.6	32415.8	34152.7	33210.2	34423.5	32680.9	33593.1	33319.99
24742	24627.6	27426.1	23392.7	20707.7	26224.3	23840.5	26817.6	23543.4	26088.3	24741.02
19395	16788.2	20790.9	22545	17127.7	18474.8	22193.6	19989.5	22492.2	19348.4	19914.53
18548.4	17034.3	20145.8	22139.6	16072	20324	17870	19858.5	20466.8	17164.5	18962.39
19803.8	13877.4	17064.2	19927.8	16482.2	19037.5	16500.2	18090.7	19066.1	15686.1	17553.6
18846.1	15348.9	17633.4	19772.7	18329.2	21456.8	18138.5	18452.1	19110.2	15242.8	18233.07
19995.7	17500.5	17772.4	21183.4	17728	17306.3	15915	17657.7	18929.7	15757.9	17974.66
18317.5	16774.2	17128.7	21654.7	17569.8	18708	14658.6	18203.6	19259.7	15315	17758.98
20003.6	20697.3	14778.9	23456.2	18474.1	19220.8	14431.1	17396.5	16749	19224.9	18443.24
19233	19383.5	16711.5	22503.7	20163.8	16836.7	16006	21241.7	20814	20893.7	19378.76
18856	20977.4	14836.1	20326.8	19076	18918.7	14779.9	18919.2	19544.7	19844.4	18607.92
20156.2	24527.4	17358	18804.4	17121	17253.4	14148.7	17096.9	19404.9	22288.5	18815.94
20891	25740.9	14635.5	20448.7	17021.8	15110.1	15484.6	15735.8	17640	22926.2	18563.46
18480.3	23066.4	15297.3	19785.2	14142.8	15139.8	15882.3	17325.7	17607.5	21228.9	17795.62
17957.9	26077	16442.1	17361.1	15681	16915	14800.1	18627.6	21616.8	19753.4	18523.2
17576.8	21388.4	15143.6	17827.8	15549.2	14409.6	13786.8	16169.2	21258.6	19365.8	17247.58
16205.8	23967.6	15030.2	16978	18586.2	16418.6	14303.1	13189.1	18636.8	17689.9	17100.53
19178.6	23063.3	17734	16928.2	15496.9	14285	14341.1	12597.2	21358	15992.4	17097.47
18944.3	24660	14898.6	17194.2	18347.5	16225.9	17586.9	12782.5	22216	14366.6	17722.25
19345.1	22443.9	16095.8	15479.2	14374.2	16057.2	14490.5	13914.2	19572.2	15464.5	16723.68
17586.4	21482	15075.6	15636.8	12921.5	15651.1	12828.8	12182.6	19561.7	14571.6	15749.81
16255.2	21951.9	13954	16381.4	13107.6	14750.7	13721.1	11582.3	21374.7	11493.1	15457.2
14835	20853.2	15997.5	15676.3	14025.6	14701.6	14406.5	12283.2	16906	11716.1	15140.1
14379.4	18987.1	14026.2	14118.6	11239.6	13193.7	13688.3	10175	17223.5	10768.3	13779.97
17171.1	25662.4	15192.4	13416.5	12006.6	13764.6	13288.9	11020.9	17399.8	10758.3	14968.15
13545.5	21676.7	12907	14010.2	12284	14898.1	12265	10809.5	16901.1	11093.3	14039.04
16325.5	19868.8	12834.3	12274.2	13897.5	14134.2	13082	12101.7	18650.5	11639	14480.77
12304.5	19716.3	12277.1	13579.5	13017.4	12705.5	12287	11030.9	15820.8	10627.4	13336.64
14212.6	19195.7	12866.8	11703.3	11972.3	13343.9	10743.8	11560.6	17699.6	10361.4	13366
12409	20124.9	14465.6	12283.2	11454.1	12163.1	13710.7	12874.1	15343.4	11822.5	13665.06
14146.4	17029.9	14045.3	11867.8	11725.4	13660.8	12302.5	11621.5	14275.9	11439	13211.45
10499	18085	13491.9	13596.9	10893.8	12793.9	12563	10212.7	14412.8	9071.64	12562.064
11797.1	17426.7	14154	11102.9	11380.4	12564.9	14311.6	11276.5	14845.4	9975.32	12883.482
9508.44	16071.3	13096.5	12650.9	11542.6	12131.2	11607	11612.6	14916.3	11076.8	12421.364
11643.9	14966.9	12930.7	12675.5	12488.7	12569.3	10545.4	12370.3	12578.6	10082.5	12285.18
9801.73	13361.5	12023.8	10355.4	13271.5	11913.7	11571.7	11895.4	13171.8	9414.62	11678.115
