tex_1_seed_01.txt	tex_1_seed_02.txt	tex_1_seed_03.txt	tex_1_seed_04.txt	tex_1_seed_05.txt	tex_1_seed_06.txt	tex_1_seed_07.txt	tex_1_seed_08.txt	tex_1_seed_09.txt	tex_1_seed_10.txt	AVG
34472.6	33748.7	33681.7	30952.2	32460.4	34267.3	33287.9	34578.4	32424.9	33831.9	33370.6
25010.3	24845.5	27856.5	23198	21065.5	26679.4	24118.9	27290.1	22909.1	26189	24916.23
19872.7	16913.3	22317.2	21042.2	15603	18961.4	22644.5	20027.6	21331.9	18981.2	19769.5
19476.8	17466.7	19727.9	16242.4	16346	17449.1	19961.1	21609.2	19951.1	18914.8	18714.51
20630.5	14701.1	17642	19314.1	19356.8	18964.7	18793.1	19199.1	20632.1	16213	18544.65
18533.2	16091.1	19733.3	17979	21123.9	17673.4	18814.3	20654	18416.3	16893.2	18591.17
18981.3	14900.8	17803.3	17385.5	21449.4	15927.4	19318.3	20782	19610.9	16132.1	18229.1
18139.1	15182.5	18411.5	16231.1	25414	17448.8	20090.5	18571.9	19582.2	14544.1	18361.57
20064.9	15816.4	18175.4	17203.5	24888.2	18351.9	20218.5	21197.1	20825.6	15622.2	19236.37
22277.2	14714.4	18154.2	17136.6	26280.5	17360.1	17797	21905.1	19935.3	15595.3	19115.57
17846.8	17161.8	15345.7	17634.5	26384.6	17043.9	18272	23042.7	18272.8	15478.5	18648.33
19791.4	14908.2	15950.6	17592.2	26895.5	16776.6	21027.6	24713.9	17340.2	14094.1	18909.03
20472	14800.5	17885.8	17014.8	25186.3	14409.4	20016.7	17932.6	17628.6	14436.9	17978.36
19086.9	13932.6	15476.3	15050.5	23229.1	17032.4	18956	18953.8	14994.1	14703.2	17141.49
15839.7	13695.7	16551.1	14630.6	24868	15946	15997.6	17809.9	15758.9	14391.3	16548.88
14219.1	14580.2	16545.9	16290.1	26951.3	15171.2	15465.2	17271.2	16520	16589.7	16960.39
16926.3	14669.9	18050.4	15277.5	28428.2	14380.4	14609	16866.8	14247.5	16561.1	17001.71
12959.5	14025.1	15765.1	14373.7	26029.8	16689.4	13443.6	15527.5	16840.9	17366.8	16302.14
15047.2	14133.5	15730.3	13952.1	25676.6	15452.4	14309.1	13706.4	13619.6	16069.2	15769.64
14328.7	13940.8	14625	13323.4	24186.1	13595.3	13715	15047.7	11897.3	15961.7	15062.1
15427.4	13965.7	14913.7	13698.7	20352.4	14108.1	11479.4	16194.4	10358.9	14600.3	14509.9
16130.5	13660	15003.5	12927.2	17274.2	15433.7	11473.6	14114.5	12094.1	14289.4	14240.07
15984.1	14060.3	15018.8	15527.2	18812.7	14638.2	12397.4	15499.8	8610.8	14505.3	14505.46
13849.2	14234.4	15302.6	12351.1	16090.1	15171.9	13029.6	15068.4	8294.92	13997.2	13738.942
11377.2	13692.2	15116.6	12070.6	14370.9	15177.2	10529.9	15077.5	8438.74	13983.3	12983.414
14000	13649.7	16470	13669.5	16578.2	15173.3	11723	13891	8497.41	13900	13755.211
11501.5	14545.2	17561.7	13262.5	14029.6	14394.1	10726.6	13611.4	9006.13	13854	13249.273
12395.2	13487.8	17007.2	13976.4	14407.1	13105.1	11262.9	12607	9011.44	12835.1	13009.524
9486.97	14046.6	15925.2	14834.8	13663	14900.8	10333.5	11988	10146.3	13177.4	12850.257
8682.71	13253.2	15358.7	14261.3	12996.9	15654.5	11210	12482	9947.84	14726.9	12857.405
9766.38	13786.1	15989.2	15133.7	14309.4	13958.6	9563.36	12496.6	8050.39	14820	12787.373
9627.79	12887.3	15960.3	13111.5	12755.3	15356.6	8618.39	10896.4	7913.84	13404.7	12053.212
9860.97	13881.7	16059.3	13249.7	12445.5	14337.5	8262.34	10834.5	8151.86	13104	12018.737
9373.41	13945.4	15952.5	14888.4	11361.2	13819.3	9540.8	10282.7	9171.69	13298.7	12163.41
9285.06	13189.2	15920	12398	11539	13967.7	10299.5	11731.6	7024.13	14400.3	11975.449
