tex_3_seed_01.txt	tex_3_seed_02.txt	tex_3_seed_03.txt	tex_3_seed_04.txt	tex_3_seed_05.txt	tex_3_seed_06.txt	tex_3_seed_07.txt	tex_3_seed_08.txt	tex_3_seed_09.txt	tex_3_seed_10.txt	AVG
39682	39436	39558	40560	39321	39321	39682	39444	40563	39321	39688.8
39321	39321	39682	39558	39321	39735	40563	39321	39321	39397	39554
40011	39321	39682	39321	39321	39321	39682	39376	39445	39321	39480.1
39321	39321	39445	39321	40011	39321	39321	39682	40563	39321	39562.7
39321	39321	39321	39321	39321	39321	39321	39682	40230	39558	39471.7
39321	39321	39321	39321	39321	39558	39321	39682	40563	39353	39508.2
39322	39321	39321	39321	39321	40065	39321	39682	40563	39321	39555.8
39321	39321	39321	39321	39357	39321	39321	39682	40563	39321	39484.9
39321	39321	39321	39321	39322	39321	39321	39682	40563	39321	39481.4
39321	39558	39321	39321	39512	39321	39321	39682	41790	39321	39646.8
39321	39436	39321	39321	39321	39321	39321	39682	41790	39321	39615.5
39321	39321	39321	39321	39321	39321	39321	39682	42990	39321	39724
39321	39321	39321	39682	39321	13111	39321	39682	40667	39321	36906.8
39321	39321	39321	39321	39321	39398	39321	39682	40011	39321	39433.8
39321	39321	39321	39321	39321	39321	39321	40011	41761	39321	39634
39321	39321	39321	39321	39321	39321	39321	39682	40713	39321	39496.3
39436	39321	39321	39321	39321	39321	39321	39682	40305	39321	39467
39321	39321	39321	39321	39321	39321	39321	39682	40011	39321	39426.1
39321	39321	39321	39321	39321	39321	39321	39321	40305	39321	39419.4
39321	39321	39321	39321	40563	40305	39321	39682	40011	39321	39648.7
39321	30470	39682	39321	39321	39321	39321	40305	40245	39321	38662.8
39321	33194	39321	39321	39321	39321	39321	39321	40305	39321	38806.7
39321	39321	39321	39321	39321	39321	39321	39321	39558	39321	39344.7
39321	39321	39321	39321	39321	39321	39321	39321	40011	39321	39390
39321	39321	39321	39321	39321	39330	39321	39321	40011	39321	39390.9
39321	30773	39321	39321	39321	39321	39321	39321	41230	39325	38657.5
39321	39321	39321	39321	39321	39321	39591	39321	40477	39321	39463.6
39321	39321	39321	39321	39321	39321	40414	39321	40011	39321	39499.3
39321	37989	39321	39678	39321	39173	39321	39321	39718	39321	39248.4
39321	38711	39321	39321	39321	39321	39321	39321	39321	39321	39260
39321	39321	39321	39321	39321	39321	39321	39321	40011	39321	39390
39321	38705	39321	39321	39321	39321	39321	39321	40729	39321	39400.2
39321	39321	39321	38598	39321	39321	39558	39321	39626	39321	39302.9
38346	39321	39321	39321	39321	39321	39321	39321	37278	39321	39019.2
39321	35893	39321	40808	39321	39321	22224	39353	40729	39321	37561.2
39321	39678	39321	39321	17107	39321	39321	39321	40011	39682	37240.4
39321	39321	39321	40567	39321	40305	39321	40738	38647	39321	39618.3
39321	39321	39321	40410	39321	39321	39321	39522	39207	39321	39438.6
39325	38193	39321	31932	39321	39321	39321	39321	37056	39321	38243.2
39321	39321	39076	41704	39321	39321	39321	39366	38739	39321	39481.1
39321	38130	39321	39566	39321	39352	39321	39321	39321	39321	39229.5
39321	37028	39321	41457	39321	39682	39321	39682	39072	39321	39352.6
40011	17963	39321	41790	39321	39647	39321	39321	36786	39321	37280.2
39321	36929	39321	39581	36965	39555	39321	39321	34077	39321	38371.2
39321	39321	39321	41575	39321	39555	39321	39321	39321	39321	39569.8
39321	38649	39321	41751	39321	39352	39321	39682	18703	39321	37474.2
39317	16368	39321	41419	36965	39383	39321	39321	39321	39321	37005.7
39321	39321	39321	41770	17444	43113	40011	39321	38579	39321	37752.2
39906	35948	39321	41665	39319	39353	39277	39321	34775	39321	38820.6
39321	39555	39321	41880	36965	43113	39321	39321	32207	39321	39032.5
39321	36508	39321	40895	39321	40565	39682	39321	38624	39321	39287.9
