tex_2_seed_01.txt	tex_2_seed_02.txt	tex_2_seed_03.txt	tex_2_seed_04.txt	tex_2_seed_05.txt	tex_2_seed_06.txt	tex_2_seed_07.txt	tex_2_seed_08.txt	tex_2_seed_09.txt	tex_2_seed_10.txt	AVG
13107	11049	13107	12608	13107	13107	13107	13107	13107	10131	12553.7
10438	8799	13107	13107	13107	13107	13107	13107	13107	8183	11916.9
10438	13107	13107	13107	13107	13107	13107	13107	13043	8183	12341.3
10438	13107	10131	13107	13107	13107	8183	7635	4231	6909	9995.5
13107	13107	8183	13107	13107	11283	10617	8183	4231	8183	10310.8
10438	13107	8183	13107	13107	10017	13104	10017	4231	8183	10349.4
10438	13107	6909	13107	13107	10017	6909	10017	4231	10438	9828
6909	13107	6909	13107	13107	7835	6909	8183	4231	6909	8720.6
6909	13107	6909	13107	13107	7835	6909	10017	4231	6909	8904
6909	13107	6909	13107	13107	7835	6909	10017	4231	6909	8904
13107	13107	6909	13107	13107	7835	6909	6909	3283	6909	9118.2
13107	13107	6909	13107	13107	7835	6909	4240	3283	6909	8851.3
13107	13107	6909	13107	10131	4627	5821	4240	3412	6909	8137
12223	13107	6909	13107	10131	4627	3095	3095	3329	6909	7653.2
12107	13107	6909	13107	10131	7675	2665	2977	3147	6909	7873.4
12107	13107	6909	13107	5799	6510	2665	2665	3147	4157	7017.3
9548	5540	6909	13107	6413	6510	2665	2757	3147	2665	5926.1
12107	5218	5812	13107	10131	6510	2651	2757	3095	2665	6405.3
12109	5218	5812	13107	9522	6510	2665	2665	2893	2665	6316.6
8821	5218	5812	13107	9608	4245	2651	2195	2749	2665	5707.1
5991	5218	3731	13107	3469	3812	2498	2312	2749	2665	4555.2
5877	5357	3731	13107	3469	3180	2665	2516	2757	2552	4521.1
4923	4659	3322	13107	3469	3180	2665	2665	2648	2552	4319
4923	4561	2665	13107	3340	1952	2651	2665	2657	2552	4107.3
4790	3389	2665	13107	3340	1952	2665	2665	2656	2552	3978.1
4778	3253	2665	13107	2665	1614	2665	2665	2598	2552	3856.2
4778	3253	2665	13107	2665	1614	2634	2376	2538	2551	3818.1
4141	3205	2665	13107	2665	1238	2480	2338	2536	2541	3691.6
4173	3204	2665	13107	2598	1238	2480	2338	2498	2487	3678.8
4173	3205	2665	13107	2598	1238	2480	1693	2396	2487	3604.2
4122	2816	2665	13107	2597	1238	2480	1693	2393	2458	3556.9
4056	2816	2665	13107	2541	1137	2454	1693	2393	2452	3531.4
4056	2744	2665	13107	2415	1137	2434	1693	2393	2443	3508.7
3914	2691	2665	10006	2181	1137	2418	1688	2263	2342	3130.5
3914	2710	2665	13107	2181	1137	2339	1688	2263	2342	3434.6
3633	2710	2665	13107	2181	1133	2338	1689	2263	1887	3360.6
3621	2438	2665	13107	2138	1131	2278	1688	2263	1785	3311.4
3620	2438	2665	13107	2138	1131	2278	1676	2263	1784	3310
3347	2261	2665	8183	2135	1131	2278	1677	2263	1784	2772.4
3347	2202	2665	8183	1817	1131	2247	1677	2263	1784	2731.6
3346	2202	2665	8183	1817	1131	2265	1621	2263	1654	2714.7
2992	2022	2665	3322	1611	1122	2270	1672	2263	1654	2159.3
2992	1836	2665	3322	1611	1122	2268	1632	2263	1654	2136.5
2992	1811	2665	3589	1553	1122	2240	1624	2263	1654	2151.3
3035	1767	2665	3322	1553	1122	2148	1546	2193	1654	2100.5
3100	1702	2665	3322	1553	1122	2148	1546	2263	1653	2107.4
3042	1740	2665	2963	1553	1122	2059	1563	2263	1646	2061.6
2977	1554	2665	2963	1545	1122	2071	1510	2263	1633	2030.3
2777	1338	2665	2963	1545	1122	2069	1510	2263	1626	1987.8
2777	1465	2665	2963	1505	1122	1563	1070	2191	1633	1895.4
2777	1308	2665	2963	1545	1122	1563	1070	2191	1633	1883.7
