tex_3_seed_01.txt	tex_3_seed_02.txt	tex_3_seed_03.txt	tex_3_seed_04.txt	tex_3_seed_05.txt	tex_3_seed_06.txt	tex_3_seed_07.txt	tex_3_seed_08.txt	tex_3_seed_09.txt	tex_3_seed_10.txt	AVG
34523.6	33475.3	33567.9	31010.5	32470.8	34046.2	33169.7	34427.7	32684.4	33496.6	33287.27
24142.4	25218	26486.8	22194.6	20566	27048.5	23657.2	26727.3	22676.1	26581	24529.79
18553.2	15643.2	21372.5	20159.5	14330.6	18099.7	23957.1	19890.9	20071.8	17808	18988.65
19676.3	15957	18050.8	16744.2	13937.6	16131.9	17689.9	20314	17433.2	17793.5	17372.84
16913.9	13542.4	19632	17506.7	14644	15264.1	18651.5	19456.2	16409.4	19494.2	17151.44
19168.3	13101.8	17178.2	19088.9	13832	16088.5	19465.9	18134.8	16510.6	17306.3	16987.53
18435.8	14880.4	14897.1	18234.8	13847.3	14237.8	15722.8	19559.9	15903.1	17849.8	16356.88
19681.5	14021.5	16229.9	17553.5	14120.7	14521.3	16542.1	18368.7	19607.1	20497.8	17114.41
17562.9	14945.8	17406.5	15700.4	14746.2	13807.5	15214.8	20005.2	17682	19261.2	16633.25
19347.1	14123.4	15915.6	15421.6	15315.8	13843.4	14090	18815.4	19069.9	18296.1	16423.83
19401.3	14295.7	16843.8	15147.4	14671.2	15161.8	14089	19790.3	17949.2	17143.1	16449.28
19956.8	13836.5	16202.9	14018.1	14091.2	14712.8	14490.6	20490.3	17795.4	19162.8	16475.74
21263.6	13670.2	18392.3	14353.2	14361.3	12760.2	15250	18296.2	17541.4	20471.4	16635.98
19148.2	14340.7	17235.9	15222.2	14502.9	14245.8	14863.1	19915.3	13665.6	18451.7	16159.14
20203.8	13479.6	19132	13293	13827	14555	13873.3	18101.9	14828.2	16506.4	15780.02
15681	14452.6	14987.4	13643.4	14166.9	14348.9	14844.5	16370.1	14814.8	20211.2	15352.08
17813.3	14678.1	16215.2	13567.1	14386.6	13825.2	13858.4	15763.8	13168.1	18370.3	15164.61
20457.4	14416	16484.3	13567.1	14776.3	14612.3	14615.9	16399.2	15746.5	21179.4	16225.44
15150.7	14529	17941.2	14616.5	15433.6	13766.4	14604.2	14357.4	12386.8	17329	15011.48
15966.6	15799.7	17015.7	13255.4	16322	13455.9	13293.8	15687.7	12235.9	17806.2	15083.89
15208.8	13837.7	16311.5	13528.5	13820.9	14097.6	13927	15170.7	13436.1	15423.5	14476.23
16566.8	13554.9	16730.4	13296	13561.3	13636.3	13023.9	14920.6	12398.6	17011.5	14470.03
15028.3	13579.3	16212.1	14421.6	14454.1	13842.6	13564.6	15160.5	12185.2	17807.2	14625.55
15149.9	12962.4	14520.5	13687.7	14352.4	13298.5	14875.7	14846.1	12652.8	16542.4	14288.84
14626	13576.8	14348.9	13580.3	14357	15157	14262.8	13769.2	12230.8	17006.6	14291.54
13559.8	13165.5	14762.2	14085.8	13031	13838.7	14602.1	16169	11812.2	20450.1	14547.64
13039.5	13016.8	14870.9	13269.3	14280.3	14672.2	14443.1	16134.9	11172.8	19278.2	14417.8
14171.5	13031.7	15486.2	13914.3	13552.6	14433.6	13844.1	13571.7	10205.1	15419.9	13763.07
