tex_4_seed_01.txt	tex_4_seed_02.txt	tex_4_seed_03.txt	tex_4_seed_04.txt	tex_4_seed_05.txt	tex_4_seed_06.txt	tex_4_seed_07.txt	tex_4_seed_08.txt	tex_4_seed_09.txt	tex_4_seed_10.txt	AVG
13100	13103	11777	11741	13107	13028	12686	11308	13050	13107	12600.7
11837	13103	12799	10913	9044	13035	11527	11316	12667	13073	11931.4
12212	13098	12260	10912	10895	12895	11527	11316	11990	12895	12000
10954	13028	12497	10912	10954	11641	10723	11641	12826	13107	11828.3
10903	11796	11925	10913	9585	11214	10593	11030	12978	13103	11404
9485	12178	11925	10867	8477	11196	10593	10586	11994	12824	11012.5
10903	12178	11771	10903	9213	11214	11048	11030	11998	12824	11308.2
10903	11355	11490	10894	8508	11553	10593	10751	11421	12824	11029.2
8165	10903	11771	10912	8948	10903	9875	10527	11998	11990	10599.2
8165	10903	11053	10867	8948	10827	10756	9876	11421	12005	10482.1
8165	11771	11658	10019	8948	10919	9875	10115	11420	12005	10489.5
8165	11771	11771	10019	8948	11214	9430	9876	11420	11422	10403.6
9541	11771	11771	10019	8948	10570	9195	8964	11420	10502	10270.1
9541	11771	11771	10019	8377	10606	9195	8964	11418	8758	10042
9541	11781	11663	10019	8377	10688	9195	8964	11418	8706	10035.2
9541	11520	11535	9865	8508	10427	8880	8964	11420	8590	9925
8075	11215	11522	9879	8946	10426	9195	8381	11420	8530	9758.9
8075	11214	11522	10386	8540	10426	9195	8381	11420	8506	9766.5
8075	11214	9880	10398	8540	10426	9195	8381	11418	8463	9599
8377	9923	9880	10386	8540	10426	8677	8381	11418	8412	9442
8075	11214	9880	9897	8540	10343	8677	8366	11418	8348	9475.8
8075	9923	9880	9879	8510	9716	8677	8233	11418	8389	9270
8075	8847	9880	9879	8510	10327	8677	8366	11418	8269	9224.8
8075	8847	9880	9871	8495	10327	8677	8366	11418	8290	9224.6
8075	8847	9797	9871	8495	9956	8677	8366	11418	8290	9179.2
8075	8847	9683	9867	8231	9940	8609	8213	11418	8286	9116.9
8075	8847	9395	9865	8231	10088	8580	8213	11418	8282	9099.4
7921	8847	9334	9864	8231	9951	8425	8213	11418	8282	9048.6
7921	8846	9258	9864	8202	10086	8358	8213	11418	8284	9045
7857	8815	9258	9858	8007	10086	8358	8198	11386	8259	9008.2
7857	8755	9258	9858	8007	10019	8425	8198	11386	8260	9002.3
7857	8718	9095	9845	7703	9821	8511	8071	11272	8260	8915.3
7830	8362	9162	9845	7703	9813	8441	8071	10930	8243	8840
7857	8362	9162	9845	7703	9779	8319	8071	10930	8208	8823.6
7857	8586	9162	9828	7714	9358	8299	8071	10930	8208	8801.3
7857	8599	9162	9828	7714	9320	8299	8071	10930	7621	8740.1
7857	8546	9162	9828	7734	9320	8299	8071	10930	7795	8754.2
7857	8498	9048	9828	7608	9321	8299	8071	10930	7621	8708.1
7857	8471	8890	9816	7608	9321	8296	8065	10883	7621	8682.8
7857	8419	8799	9816	7599	9242	8287	8065	10732	7615	8643.1
7791	8419	8373	9815	7501	9242	8287	8065	10120	7615	8522.8
7791	8421	8369	9808	7501	9165	8296	8063	10120	7593	8512.7
7791	8404	8369	9806	7405	9110	8295	8063	9928	7593	8476.4
7774	8369	8316	9789	7399	9058	8240	7891	9669	7512	8401.7
7774	8169	8313	9788	7399	9055	8240	7891	9669	7512	8381
7771	8169	8313	9729	7399	9055	8240	7877	9251	7509	8331.3
7771	8158	8297	9729	7399	9054	8239	7877	9214	7507	8324.5
7767	8127	8269	9674	7341	9031	8238	7795	9214	7507	8296.3
7747	8057	8267	9674	7341	8962	8238	7795	9205	7506	8279.2
7747	7987	8267	9673	7225	8842	8229	7795	9205	7502	8247.2
7741	7756	8267	9662	7327	8842	8212	7766	9205	7480	8225.8
