38.2,37.79,-0.41
76.0,74.8,-1.2
13.4,19.2,5.8
11.4,16.47,5.07
12.3,14.69,2.39
39.0,21.07,-17.93
17.0,13.78,-3.22
19.0,24.67,5.67
39.0,41.9,2.9
16.9,19.3,2.4
35.5,35.14,-0.36
30.9,22.28,-8.62
30.5,20.84,-9.66
24.9,27.35,2.45
46.5,47.13,0.63
20.3,21.54,1.24
14.0,30.11,16.11
18.5,27.94,9.44
13.4,14.86,1.46
40.0,40.96,0.96
36.1,36.78,0.68
10.8,19.31,8.51
61.0,58.23,-2.77
14.2,21.24,7.04
41.0,28.09,-12.91
27.0,24.15,-2.85
22.0,21.41,-0.59
5.8,14.5,8.7
23.5,21.5,-2.0
18.0,21.59,3.59
31.0,33.4,2.4
43.4,35.71,-7.69
42.7,24.79,-17.91
24.0,28.62,4.62
24.0,13.38,-10.62
27.5,21.59,-5.91
38.1,33.8,-4.3
27.1,29.6,2.5
45.0,48.32,3.32
10.5,12.8,2.3
45.4,37.33,-8.07
34.8,36.15,1.35
35.7,39.34,3.64
10.4,14.32,3.92
47.3,39.79,-7.51
10.2,14.83,4.63
20.6,20.2,-0.4
33.3,26.53,-6.77
17.9,22.47,4.57
18.0,12.97,-5.03
17.7,22.58,4.88
38.0,24.31,-13.69
27.4,24.15,-3.25
17.2,16.32,-0.88
35.9,32.74,-3.16
54.8,45.2,-9.6
36.4,31.3,-5.1
10.6,13.78,3.18
19.1,21.51,2.41
16.7,12.71,-3.99
23.9,32.74,8.84
19.0,21.38,2.38
9.0,24.31,15.31
12.5,12.8,0.3
35.1,22.57,-12.53
