29.5,24.6,-4.9
30.9,35.05,4.15
15.3,14.76,-0.54
25.2,17.45,-7.75
63.0,62.98,-0.02
6.9,5.03,-1.87
33.8,35.71,1.91
33.3,24.76,-8.54
12.8,9.93,-2.87
27.4,25.98,-1.42
13.2,7.72,-5.48
34.0,28.01,-5.99
11.4,11.7,0.3
32.7,22.92,-9.78
28.3,31.61,3.31
12.8,14.38,1.58
14.7,20.9,6.2
17.9,22.02,4.12
12.5,11.74,-0.76
49.3,41.94,-7.36
7.2,16.12,8.92
28.4,30.16,1.76
28.4,25.0,-3.4
39.0,38.04,-0.96
13.3,16.33,3.03
10.4,21.55,11.15
14.8,15.48,0.68
10.5,11.27,0.77
18.0,17.61,-0.39
25.9,29.56,3.66
29.3,24.93,-4.37
32.2,36.76,4.56
11.8,17.01,5.21
5.1,3.93,-1.17
37.5,30.16,-7.34
13.1,13.23,0.13
10.5,11.74,1.24
50.0,53.72,3.72
36.1,35.96,-0.14
23.9,27.58,3.68
18.8,19.91,1.11
62.1,62.98,0.88
5.9,13.84,7.94
27.0,23.38,-3.62
34.8,35.91,1.11
30.2,21.81,-8.39
38.2,24.45,-13.75
11.7,14.39,2.69
10.1,14.7,4.6
26.3,22.92,-3.38
39.0,42.45,3.45
24.0,17.79,-6.21
