38.2,39.0,0.8
76.0,74.76,-1.24
13.4,20.47,7.07
11.4,16.57,5.17
12.3,16.83,4.53
39.0,25.0,-14.0
17.0,21.54,4.54
19.0,24.78,5.78
39.0,32.38,-6.62
16.9,19.22,2.32
35.5,35.42,-0.08
30.9,23.84,-7.06
30.5,25.48,-5.02
24.9,29.98,5.08
46.5,37.33,-9.17
20.3,20.19,-0.11
14.0,23.93,9.93
18.5,24.08,5.58
13.4,18.57,5.17
40.0,41.42,1.42
36.1,39.45,3.35
10.8,19.23,8.43
61.0,56.75,-4.25
14.2,22.39,8.19
41.0,43.41,2.41
27.0,33.57,6.57
22.0,31.17,9.17
5.8,19.94,14.14
23.5,25.61,2.11
18.0,16.72,-1.28
31.0,31.11,0.11
43.4,42.71,-0.69
42.7,36.17,-6.53
24.0,25.84,1.84
24.0,19.04,-4.96
27.5,23.72,-3.78
38.1,26.12,-11.98
27.1,28.91,1.81
45.0,37.74,-7.26
10.5,15.98,5.48
45.4,26.76,-18.64
34.8,35.8,1.0
35.7,33.62,-2.08
10.4,15.98,5.58
47.3,37.35,-9.95
10.2,20.65,10.45
20.6,26.1,5.5
33.3,34.63,1.33
17.9,19.71,1.81
18.0,25.34,7.34
17.7,17.98,0.28
38.0,27.27,-10.73
