20.8,19.64,-1.16
29.0,38.02,9.02
29.0,26.87,-2.13
10.5,15.51,5.01
49.1,40.85,-8.25
31.0,21.36,-9.64
32.2,38.04,5.84
13.0,15.24,2.24
17.6,22.67,5.07
32.7,27.18,-5.52
16.0,26.87,10.87
23.0,11.77,-11.23
18.5,22.38,3.88
29.5,22.46,-7.04
5.8,16.01,10.21
11.8,14.56,2.76
13.1,21.11,8.01
19.0,19.39,0.39
23.5,25.63,2.13
39.0,31.01,-7.99
10.4,16.24,5.84
18.0,28.49,10.49
7.2,20.73,13.53
10.1,15.42,5.32
13.1,15.24,2.14
10.5,7.49,-3.01
29.1,32.88,3.78
37.7,37.65,-0.05
10.3,20.91,10.61
23.2,19.24,-3.96
11.4,17.75,6.35
31.0,36.24,5.24
11.3,19.39,8.09
28.3,17.73,-10.57
31.3,25.95,-5.35
15.5,16.23,0.73
37.5,30.99,-6.51
17.7,21.97,4.27
16.3,22.24,5.94
24.9,27.13,2.23
17.9,24.5,6.6
61.0,44.52,-16.48
26.3,26.98,0.68
12.5,15.51,3.01
25.8,25.33,-0.47
26.1,22.46,-3.64
6.4,17.05,10.65
13.5,10.57,-2.93
21.0,24.0,3.0
50.4,36.95,-13.45
6.9,11.77,4.87
12.8,24.06,11.26
41.0,31.09,-9.91
30.9,24.76,-6.14
14.8,13.66,-1.14
27.6,22.47,-5.13
5.1,16.22,11.12
38.2,25.38,-12.82
49.0,33.04,-15.96
10.8,17.69,6.89
24.2,28.33,4.13
21.6,23.89,2.29
48.6,37.12,-11.48
19.6,19.02,-0.58
32.2,35.05,2.85
24.0,18.66,-5.34
16.8,19.49,2.69
24.0,16.73,-7.27
14.7,19.75,5.05
40.1,49.67,9.57
13.2,16.11,2.91
19.8,20.62,0.82
16.8,20.96,4.16
36.1,47.12,11.02
39.2,26.55,-12.65
16.9,17.71,0.81
11.9,15.8,3.9
39.0,30.32,-8.68
14.6,14.58,-0.02
40.0,35.66,-4.34
11.0,18.41,7.41
15.4,22.46,7.06
46.5,26.04,-20.46
34.8,35.7,0.9
30.5,24.06,-6.44
30.2,16.35,-13.85
29.8,22.07,-7.73
18.8,27.25,8.45
24.0,22.46,-1.54
13.9,21.42,7.52
25.9,22.15,-3.75
20.9,20.44,-0.46
53.7,41.44,-12.26
37.7,44.22,6.52
47.3,41.44,-5.86
45.0,42.41,-2.59
14.5,19.24,4.74
27.4,16.36,-11.04
50.5,24.06,-26.44
6.7,7.44,0.74
57.7,44.28,-13.42
27.2,20.11,-7.09
30.6,16.8,-13.8
9.0,16.57,7.57
20.3,20.66,0.36
47.0,29.86,-17.14
23.3,20.91,-2.39
43.4,45.61,2.21
35.7,27.94,-7.76
21.9,22.09,0.19
23.9,24.69,0.79
40.0,35.38,-4.62
32.7,25.5,-7.2
9.0,15.15,6.15
17.0,13.61,-3.39
28.4,30.99,2.59
8.2,7.55,-0.65
18.3,25.95,7.65
37.0,48.35,11.35
10.0,10.57,0.57
27.0,36.86,9.86
39.0,44.44,5.44
43.4,35.7,-7.7
38.2,24.2,-14.0
61.1,30.59,-30.51
33.8,38.46,4.66
19.1,36.88,17.78
13.9,17.75,3.85
21.8,20.91,-0.89
32.7,26.98,-5.72
