5.8,21.04,15.24
12.7,21.79,9.09
28.4,26.99,-1.41
51.2,26.34,-24.86
35.9,22.81,-13.09
17.9,25.02,7.12
33.3,28.36,-4.94
32.7,25.8,-6.9
11.8,22.68,10.88
26.8,23.58,-3.22
7.8,21.04,13.24
42.7,40.97,-1.73
21.2,21.27,0.07
61.0,45.58,-15.42
12.5,21.96,9.46
8.2,24.24,16.04
21.6,30.52,8.92
21.8,24.04,2.24
29.3,26.02,-3.28
9.6,21.96,12.36
33.8,53.65,19.85
10.2,21.45,11.25
17.7,23.61,5.91
21.0,21.13,0.13
9.0,23.04,14.04
29.1,36.1,7.0
22.0,25.13,3.13
40.1,43.54,3.44
56.9,25.21,-31.69
35.2,33.65,-1.55
9.3,23.02,13.72
17.6,31.97,14.37
37.7,36.88,-0.82
20.3,24.29,3.99
6.7,21.51,14.81
11.4,22.83,11.43
38.2,24.03,-14.17
19.0,22.49,3.49
45.9,41.62,-4.28
34.8,28.31,-6.49
18.4,23.61,5.21
27.1,43.43,16.33
35.2,27.2,-8.0
11.0,21.66,10.66
50.4,37.25,-13.15
34.2,24.03,-10.17
20.8,21.67,0.87
28.7,22.83,-5.87
13.1,21.53,8.43
38.2,26.26,-11.94
27.0,31.87,4.87
45.4,28.42,-16.98
45.0,41.48,-3.52
28.4,24.98,-3.42
23.5,27.08,3.58
10.1,21.63,11.53
45.4,32.7,-12.7
41.0,29.37,-11.63
27.6,27.58,-0.02
12.8,23.61,10.81
35.1,29.26,-5.84
18.0,21.11,3.11
10.5,22.2,11.7
24.0,24.21,0.21
26.1,24.21,-1.89
42.0,59.95,17.95
15.5,21.2,5.7
13.5,21.04,7.54
8.5,22.82,14.32
37.0,33.01,-3.99
10.0,21.04,11.04
29.8,22.37,-7.43
40.4,26.81,-13.59
36.8,32.73,-4.07
19.1,28.42,9.32
17.0,21.69,4.69
39.0,32.0,-7.0
76.0,51.7,-24.3
38.1,26.04,-12.06
5.1,21.2,16.1
13.2,23.07,9.87
30.9,30.36,-0.54
19.3,21.89,2.59
25.0,36.37,11.37
24.0,23.04,-0.96
39.2,29.37,-9.83
37.7,44.12,6.42
31.0,24.27,-6.73
23.2,22.44,-0.76
12.8,21.08,8.28
25.1,22.95,-2.15
18.0,25.18,7.18
9.0,21.5,12.5
15.4,23.58,8.18
37.0,21.9,-15.1
11.0,21.69,10.69
14.0,25.97,11.97
22.8,23.18,0.38
27.0,29.14,2.14
32.7,25.65,-7.05
6.4,22.29,15.89
14.2,22.93,8.73
16.0,27.76,11.76
26.3,25.8,-0.5
30.5,24.98,-5.52
13.8,21.05,7.25
32.7,27.25,-5.45
22.2,22.37,0.17
13.9,22.83,8.93
31.3,27.19,-4.11
28.3,26.53,-1.77
16.3,26.53,10.23
50.0,52.56,2.56
32.2,52.61,20.41
18.1,28.15,10.05
26.0,26.04,0.04
71.0,39.0,-32.0
39.0,29.15,-9.85
49.0,29.91,-19.09
11.8,21.79,9.99
61.1,30.86,-30.24
13.3,22.74,9.44
11.7,21.08,9.38
68.0,46.39,-21.61
47.7,29.51,-18.19
14.8,23.02,8.22
10.8,21.4,10.6
49.1,35.8,-13.3
27.4,23.01,-4.39
16.8,25.01,8.21
