38.2,25.43,-12.77
24.2,24.51,0.31
13.2,16.22,3.02
38.1,31.75,-6.35
12.3,26.84,14.54
51.2,20.02,-31.18
12.8,15.19,2.39
32.7,29.43,-3.27
35.7,31.41,-4.29
48.6,42.94,-5.66
15.6,19.49,3.89
5.1,8.17,3.07
40.1,49.6,9.5
50.8,59.69,8.89
27.1,29.9,2.8
38.2,27.68,-10.52
33.0,28.23,-4.77
36.8,30.07,-6.73
17.2,14.55,-2.65
18.5,27.1,8.6
18.8,28.24,9.44
29.1,30.24,1.14
10.2,13.21,3.01
12.8,26.66,13.86
16.8,20.19,3.39
45.4,37.71,-7.69
26.3,29.43,3.13
8.0,18.76,10.76
34.8,34.17,-0.63
34.0,34.84,0.84
19.2,15.35,-3.85
26.0,31.75,5.75
18.0,15.73,-2.27
26.8,19.29,-7.51
21.6,24.97,3.37
62.1,63.07,0.97
10.6,21.32,10.72
49.1,35.33,-13.77
15.8,18.74,2.94
27.4,20.26,-7.14
30.5,25.16,-5.34
16.7,14.99,-1.71
13.0,16.31,3.31
35.2,34.3,-0.9
11.8,13.52,1.72
30.2,21.9,-8.3
56.9,24.97,-31.93
15.5,8.19,-7.31
50.4,36.59,-13.81
11.0,14.56,3.56
19.0,25.28,6.28
25.1,25.19,0.09
10.5,13.94,3.44
20.8,17.47,-3.33
18.1,29.21,11.11
11.3,24.02,12.72
24.3,34.72,10.42
11.4,19.79,8.39
37.0,38.28,1.28
31.7,32.72,1.02
25.2,31.57,6.37
23.9,27.85,3.95
13.9,23.11,9.21
20.6,14.41,-6.19
39.2,31.28,-7.92
39.0,36.91,-2.09
18.3,26.58,8.28
47.3,43.89,-3.41
18.4,26.66,8.26
14.6,13.53,-1.07
27.0,27.32,0.32
24.0,28.36,4.36
7.8,14.56,6.76
12.5,13.94,1.44
30.7,25.31,-5.39
42.7,24.75,-17.95
22.2,26.18,3.98
32.7,21.44,-11.26
33.8,35.98,2.18
41.0,35.98,-5.02
49.0,28.23,-20.77
8.2,12.61,4.41
28.5,25.43,-3.07
13.9,12.61,-1.29
34.8,38.67,3.87
50.5,21.33,-29.17
35.5,37.04,1.54
29.0,40.82,11.82
12.7,14.62,1.92
23.0,20.69,-2.31
45.9,49.84,3.94
23.3,18.44,-4.86
29.5,18.76,-10.74
11.2,17.79,6.59
13.1,17.8,4.7
30.9,26.12,-4.78
18.0,24.54,6.54
36.1,40.25,4.15
17.0,21.32,4.32
39.0,25.77,-13.23
24.9,33.07,8.17
53.7,43.89,-9.81
43.4,34.17,-9.23
45.0,44.78,-0.22
13.3,14.36,1.06
13.9,28.79,14.89
14.7,23.34,8.64
14.0,32.72,18.72
28.7,21.32,-7.38
10.5,13.18,2.68
10.2,21.9,11.7
28.4,30.52,2.12
68.0,64.76,-3.24
15.4,29.09,13.69
14.8,35.99,21.19
30.0,28.01,-1.99
28.5,16.15,-12.35
40.4,29.04,-11.36
20.3,20.7,0.4
40.0,35.03,-4.97
29.0,26.47,-2.53
19.3,23.24,3.94
36.5,32.71,-3.79
44.0,48.07,4.07
17.9,21.18,3.28
57.7,33.0,-24.7
6.1,10.91,4.81
49.3,49.44,0.14
8.5,15.53,7.03
36.9,27.32,-9.58
