47.7,35.39,-12.31
11.3,17.87,6.57
10.1,11.19,1.09
45.0,47.08,2.08
23.0,14.85,-8.15
41.0,41.63,0.63
31.7,40.77,9.07
32.2,31.17,-1.03
16.7,13.01,-3.69
15.3,17.01,1.71
33.0,26.12,-6.88
31.0,47.28,16.28
59.3,44.63,-14.67
14.0,40.77,26.77
30.5,23.39,-7.11
19.3,18.87,-0.43
15.4,28.58,13.18
57.7,31.13,-26.57
32.7,36.27,3.57
10.5,7.26,-3.24
6.4,17.43,11.03
11.8,18.93,7.13
12.3,13.33,1.03
21.9,25.85,3.95
13.0,14.4,1.4
43.6,66.16,22.56
31.8,19.98,-11.82
30.2,26.66,-3.54
28.3,22.57,-5.73
27.4,19.69,-7.71
23.0,17.43,-5.57
29.8,28.43,-1.37
30.7,22.24,-8.46
48.3,50.35,2.05
13.4,20.01,6.61
37.6,42.81,5.21
26.1,24.21,-1.89
29.0,24.09,-4.91
9.4,16.62,7.22
34.2,37.95,3.75
71.0,51.58,-19.42
43.4,57.05,13.65
27.6,28.68,1.08
50.0,52.09,2.09
13.9,21.37,7.47
11.0,15.55,4.55
21.2,20.5,-0.7
5.9,13.01,7.11
51.2,55.21,4.01
37.7,49.39,11.69
45.4,33.57,-11.83
28.4,28.15,-0.25
31.0,33.61,2.61
9.3,16.05,6.75
28.5,23.25,-5.25
20.9,17.58,-3.32
35.2,31.59,-3.61
16.8,17.57,0.77
28.5,20.86,-7.64
33.3,33.87,0.57
25.9,17.95,-7.95
6.9,12.91,6.01
35.1,24.29,-10.81
40.1,55.05,14.95
8.5,7.7,-0.8
33.8,41.63,7.83
29.1,31.8,2.7
6.7,14.37,7.67
62.1,57.88,-4.22
39.0,30.41,-8.59
47.3,43.04,-4.26
7.2,16.73,9.53
54.8,41.04,-13.76
9.0,13.32,4.32
9.0,12.27,3.27
32.2,25.47,-6.73
18.5,32.24,13.74
44.0,45.12,1.12
14.6,15.06,0.46
5.1,17.5,12.4
28.7,20.01,-8.69
24.0,26.18,2.18
10.3,30.84,20.54
16.3,21.42,5.12
46.5,27.16,-19.34
23.2,19.94,-3.26
21.8,12.97,-8.83
42.7,39.53,-3.17
61.0,55.56,-5.44
27.2,19.25,-7.95
23.5,20.35,-3.15
6.1,14.93,8.83
35.7,32.74,-2.96
14.8,28.13,13.33
44.1,61.42,17.32
34.8,44.36,9.56
12.3,16.46,4.16
13.9,17.95,4.05
39.0,38.22,-0.78
32.7,24.56,-8.14
24.3,31.17,6.87
37.5,28.15,-9.35
20.3,18.42,-1.88
45.4,43.97,-1.43
36.9,31.54,-5.36
14.7,22.81,8.11
34.0,20.83,-13.17
30.9,35.78,4.88
13.5,13.52,0.02
7.8,21.82,14.02
13.9,6.86,-7.04
53.7,43.04,-10.66
40.4,23.03,-17.37
63.0,57.88,-5.12
15.8,15.56,-0.24
18.1,28.49,10.39
13.2,8.79,-4.41
19.6,13.63,-5.97
50.5,16.91,-33.59
61.1,45.16,-15.94
38.2,37.95,-0.25
14.2,21.82,7.62
34.8,29.3,-5.5
17.2,17.27,0.07
36.8,22.27,-14.53
10.2,26.66,16.46
11.0,21.97,10.97
22.8,13.63,-9.17
36.5,29.56,-6.94
30.9,25.49,-5.41
