tex_2_seed_01.txt	tex_2_seed_02.txt	tex_2_seed_03.txt	tex_2_seed_04.txt	tex_2_seed_05.txt	tex_2_seed_06.txt	tex_2_seed_07.txt	tex_2_seed_08.txt	tex_2_seed_09.txt	tex_2_seed_10.txt	AVG
36553.9	37306.7	36150.8	36302.7	37460.7	36200.7	36302.7	37466.1	37366	37520.7	36863.1
30597.1	33374.8	31715.2	29787	34141.4	30461.9	29787	33012.7	33493.7	34269.1	32063.99
22977.4	24857	25595.2	21567	26550.9	26428.7	21567	26914.9	28286.2	26354	25109.83
20510.2	23868.5	22951.7	16906.3	24233.4	23353.5	16906.3	19134	23794.5	21498.2	21315.66
18383.8	17485.6	19195.4	18574.8	24532.8	21145.4	18574.8	18602	22014.1	21959	20046.77
18404.7	20800.6	20951.1	18597.2	19334.4	17872.6	18597.2	17950	19921	18703.7	19113.25
21248.5	17184.3	17275.1	15395.5	21739.4	18229	15395.5	20326.2	17780.3	18718.2	18329.2
21244.9	17719.1	17206.8	16490.5	20859.1	16549	16490.5	17427.6	21899.6	20505	18639.21
18316.3	21454.8	15105.9	16769.8	19340.3	17022.3	16769.8	15986	18032.1	16611.4	17540.87
22077.2	20462.9	14231.4	14940.2	18497.5	16098.2	14940.2	15981.2	16234.2	16037.1	16950.01
15552.7	18355.7	14960.1	16304.9	22598.6	17597.2	16304.9	13766	17310.1	16689.6	16943.98
18449.8	16297	13800	13811.6	18380.8	15824.5	13811.6	11838.5	14941.8	16215.9	15337.15
16145.4	13261.5	15139.1	14732.9	21964.8	16374.4	14732.9	13125.3	14105.2	15905.5	15548.7
16280	17456.9	13364.8	13961.8	18056	17596.1	13961.8	14697.6	14383.2	16750.4	15650.86
18665.5	15871.8	18045.1	11687.4	18629.7	17162.1	11687.4	13787	14366.6	14182.6	15408.52
15375.3	16062.9	15991.5	12418	19017.5	15745	12418	12546.8	14524.2	15528.2	14962.74
15128.4	14681.8	14047.4	10937.8	17380.7	17364.1	10937.8	11805.3	12499.1	15100.5	13988.29
14306.2	13868.5	14411.8	9614.01	15935.7	16403.4	9614.01	11906.8	15184	15626.4	13687.082
15908.3	15034.6	13876.5	9387.7	16313.4	19498	9387.7	10674.9	12390.8	12737	13520.89
14933.5	13421.2	13969.1	10584.5	15573.6	15428.7	10584.5	11006.5	12911.6	15267.5	13368.07
15223.4	12365.6	11199.4	8528.71	13895	13931.7	8528.71	11293.7	12018.8	12908.6	11989.362
17952.8	12897.8	12130	8791.42	14566.2	16554	8791.42	10809	11029.9	12672	12619.454
15413.3	11549.6	12410.6	10987.1	13494.8	16507.7	10987.1	10269.4	11432.1	12009.6	12506.13
14625.4	9870.87	10823.8	9014.61	12502.2	15984.9	9014.61	11229.4	9737.28	12242.2	11504.527
14720.9	12453.9	11830.8	8315.54	13045.9	14605.6	8315.54	11188.6	9861.32	11384.4	11572.25
13011	10240.9	10851.9	8939.47	11343.6	13320.6	8939.47	10310.9	8295.46	14603.1	10985.64
13571	10296.2	9614.82	8049.45	11601.1	14456.2	8049.45	8800.66	10040.4	11156.8	10563.608
14330.5	8150.2	10489.7	9094.27	13069.8	14548.1	9094.27	9570.58	9457.09	10101.4	10790.591
13087.2	8570.12	9926.47	8891.07	11838.1	15777.3	8891.07	7358.7	9620.45	12401.8	10636.228
13761.6	8150.45	10244.2	9120.73	10778.2	13310.8	9120.73	8250.7	9766.95	11413.1	10391.746
13352.3	8547.76	9707.55	8384.61	11695.6	13290.4	8384.61	7965.88	8246.01	13929.8	10350.452
12395.3	7450.7	9332.06	8871.88	10805.1	12516.1	8871.88	7238.77	8186.09	11634.4	9730.228
12044.6	7391.08	10088.6	9255.5	11245.4	12763.3	9255.5	7837.88	9033.52	8940.9	9785.628
11019.6	8140.9	10917.5	8122.07	10409.8	13814.6	8122.07	7339.48	7370.16	11824.3	9708.048
11412.7	8105.49	10589.8	9268.16	10098.2	11917.4	9268.16	8651.07	8977.7	10240.3	9852.898
10759	7573.5	9838.9	8884.95	8830.47	10680	8884.95	7389.2	7529.86	11915	9228.583
11717.1	7796.64	8778.95	8509.91	9608.73	11930.9	8509.91	7151.58	7667.69	11585	9325.641
10333.3	7972	9540.3	8624.58	9292.92	11546.1	8624.58	7343.21	8661.15	9508.27	9144.641
11389.4	7516.7	10385.8	7945.98	9356.99	11603.5	7945.98	7895.91	8168.47	9770.46	9197.919
10448.1	7728.11	12383	8059.18	9352.61	10353.7	8059.18	7648	7509.92	11861.9	9340.37
9998.69	7510.32	9129.65	8016.93	9443.82	10535.4	8016.93	7359.57	8361.42	8781.52	8715.425
8963.63	7628.63	9389.34	9665.98	10093.8	11343.7	9665.98	7688.53	8116.57	10691.4	9324.756
10802.8	7069.93	10562.5	9157.71	9522.49	10830.5	9157.71	8068.89	8034.19	8423.88	9163.06
9111.63	7067.45	9217.5	8993.05	8257.44	10454.7	8993.05	7753.93	8776.28	9468.74	8809.377
9970.21	7285.75	8482.99	8293.21	7827.85	10184.5	8293.21	7379.51	8374.31	9035.06	8512.66
10499.5	7450.77	8487.23	9050.32	8161.92	10151.4	9050.32	7325.72	8242.72	8306.34	8672.624
9670.43	7684.52	8062.94	8059.9	7955.99	10117.7	8059.9	7326.12	8035.83	10127.7	8510.103
9661.66	7276.55	9118.34	8327.87	7545.89	9291.1	8327.87	7871.83	7792.47	10501.5	8571.508
9665.77	8373.31	10565	7201.77	8871.49	10305.4	7201.77	7823.83	8154.9	9920.12	8808.336
