tex_2_seed_01.txt	tex_2_seed_02.txt	tex_2_seed_03.txt	tex_2_seed_04.txt	tex_2_seed_05.txt	tex_2_seed_06.txt	tex_2_seed_07.txt	tex_2_seed_08.txt	tex_2_seed_09.txt	tex_2_seed_10.txt	AVG
11222	12123	10958	12730	11423	11139	12730	11667	13107	12027	11912.6
11139	11013	10961	10929	11423	11166	10929	11423	10961	11417	11136.1
11139	10020	10186	11107	11423	10847	11107	8765	10961	9524	10507.9
10167	10962	10767	10161	10380	10733	10161	7407	10961	9655	10135.4
10734	11013	10186	10580	11139	9716	10580	7407	9650	6902	9790.7
10734	10785	10186	9330	10961	9650	9330	8584	10249	9655	9946.4
10720	9716	9986	10457	10961	9650	10457	8436	10249	9650	10028.2
10627	9716	9650	10457	6804	9650	10457	9104	10249	9650	9636.4
10375	6902	9650	10188	10961	9650	10188	6936	10249	9629	9472.8
9775	6902	9650	9716	10796	9650	9716	6936	9741	9526	9240.8
9880	6902	9655	8429	10796	9650	8429	6936	9741	6912	8733
9760	6870	9650	8429	10425	9650	8429	6936	9741	6912	8680.2
9655	6902	9650	7601	10425	9650	7601	7715	9741	6912	8585.2
9655	6870	9650	7399	10425	9650	7399	6936	9726	6912	8462.2
9655	6870	9650	6933	9652	9650	6933	7956	9721	6912	8393.2
9552	6870	8288	6932	9652	9650	6932	6803	9653	6912	8124.4
9655	6902	7597	6907	9652	9645	6907	7279	9674	6912	8113
9636	6762	6902	6898	9655	9650	6898	6936	9643	6912	7989.2
9636	6762	6902	6873	9655	6912	6873	6936	8366	6912	7582.7
9636	6775	6902	6861	9655	6952	6861	6936	8366	6912	7585.6
9636	6864	6902	6824	9655	9645	6824	6789	7510	6908	7755.7
9650	6762	6902	6810	9649	9645	6810	5928	7340	6908	7640.4
9650	6762	6902	6765	9655	9645	6765	5928	7127	6907	7610.6
9655	6762	6883	6712	9651	9645	6712	5928	7037	6894	7587.9
9655	6852	6883	6712	9646	9645	6712	5928	6815	6894	7574.2
9655	6846	6893	6712	9646	9645	6712	5928	6659	6894	7559
9655	6843	6883	6700	7877	9645	6700	5927	6670	6894	7379.4
9644	6841	6883	6680	7043	9645	6680	5896	6448	6894	7265.4
9643	6839	6883	6682	6936	9645	6682	5896	6420	6841	7246.7
9624	6837	6877	6674	6936	9645	6674	5896	6420	6841	7242.4
9534	6828	6854	6669	6907	9645	6669	5896	6415	6787	7220.4
9534	6831	6854	6640	6907	9645	6640	5896	6409	6789	7214.5
9534	6828	6768	6640	6922	9645	6640	5896	6395	6789	7205.7
9534	6822	6768	6640	6910	9645	6640	5895	6395	6789	7203.8
9360	6681	6766	6640	6902	9278	6640	5885	6395	6789	7133.6
9356	6681	6766	6640	6833	8752	6640	5885	6395	6789	7073.7
8445	6641	6768	6590	6831	8752	6590	5802	6395	6775	6958.9
8445	6586	6750	6590	6829	9199	6590	5802	6344	6775	6991
8444	6576	6745	6590	6830	8611	6590	5802	6344	6770	6930.2
6897	6576	6750	6571	6820	7716	6571	5802	6344	6734	6678.1
6897	6575	6746	6571	6825	7716	6571	5802	6344	6723	6677
6617	6575	6746	6567	6825	7802	6567	5801	6344	6724	6656.8
6617	6575	6728	6559	6822	6912	6559	5801	6344	6716	6563.3
6617	6563	6712	6541	6822	6912	6541	5801	6344	6704	6555.7
6616	6514	6387	6522	6827	6912	6522	5801	6344	6704	6514.9
6607	6514	6387	6504	6822	6900	6504	5780	6344	6611	6497.3
6607	6514	6387	6440	6822	6900	6440	5766	6344	6617	6483.7
6616	6514	6387	6440	6821	6900	6440	5766	6344	6617	6484.5
6612	6514	6387	6440	6821	6900	6440	5766	6344	6533	6475.7
6612	6514	6387	6440	6793	6900	6440	5766	6344	6533	6472.9
6612	6501	6387	6401	6814	6900	6401	4977	6344	6533	6387
