tex_1_seed_01.txt	tex_1_seed_02.txt	tex_1_seed_03.txt	tex_1_seed_04.txt	tex_1_seed_05.txt	tex_1_seed_06.txt	tex_1_seed_07.txt	tex_1_seed_08.txt	tex_1_seed_09.txt	tex_1_seed_10.txt	AVG
36334.7	37183.4	36268.5	37189.3	37410.1	36526.6	35845.7	37196.1	37179.3	37589.6	36872.33
31196.7	33164.2	31748.1	32705	34507.7	30911.9	27839	32116.1	32933.4	34852.9	32197.5
23281.5	24504	24220	25636	27302.4	24638.5	19444.3	25693.6	27178.1	27336.3	24923.47
20640.1	19248.6	22981.3	21931	23810.1	19689.3	15890.4	19413.7	23484.7	20997.4	20808.66
17774.9	17592.9	19538.4	18310.7	20549.8	15916.6	17308.4	19152.2	21015.6	18367.9	18552.74
18427.5	19135.1	19172.4	17065.7	17959.8	15831.5	17457.6	19438.7	20441.3	16968.6	18189.82
17480.7	19481.6	18959.5	15577.6	18378.4	16546.5	16032	17148.6	22233	17159.8	17899.77
18745.7	18677	19813.5	15809.6	17235.6	14454.5	16562.3	17918.5	19225.5	19596.6	17803.88
18109	19298.7	21814.7	15966.6	19708	15681	17711	18233.3	17973.1	17627.8	18212.32
18615.6	17369.3	18518	16868.9	16304.4	17358.3	18004.6	16989.6	19951.5	16973.2	17695.34
15369.5	18133.5	18425.1	15972.9	17227.8	14803.2	20803.4	16624.7	19246	15925	17253.11
17489.2	19004.7	15828.6	15713.2	15679.8	15766.5	22181.8	15601	17487	16173.5	17092.53
18345.8	17985.5	18614.9	16993.5	14824.3	15008.3	17417	16210.3	16353.1	16381.4	16813.41
17615.6	17762.6	15868	16450.3	14988	14623.2	17468.9	16295.8	18718.4	16647.6	16643.84
14863	15775.3	15888.3	15870.5	17412.7	14837.2	15913.7	14938.8	15897.8	14518.1	15591.54
16076.8	17039.5	15442.3	17286.6	16989.8	14644.9	18918.3	15900.9	17555.3	17128	16698.24
16339.1	15302.4	17635	17210.4	16730.1	15836.2	17720.6	15865.5	17143.6	15267.3	16505.02
17876.4	14819.8	15870.6	16814.5	16560.7	14717.1	15302.8	14504.5	17740.7	15035.1	15924.22
16504	14628.8	15800.6	18265.1	16147.6	14690.1	15677.1	13174.2	16629.4	15391.3	15690.82
15826.1	15345.7	15289	18412.7	15377.2	13616.9	17039.1	14941.2	15190.6	14429.1	15546.76
14039.5	14903.6	15911.9	17761	15263.1	13119.9	16335	13354.4	16118.5	14797.3	15160.42
17092.2	14279.4	14716.7	15969.2	14747.4	13248.3	16573.3	13396.4	16653.6	13482.9	15015.94
16722.3	14665.7	15541.2	16484.1	15061.1	12572.6	17083.3	13355.1	16210.9	14980.2	15267.65
