tex_1_seed_01.txt	tex_1_seed_02.txt	tex_1_seed_03.txt	tex_1_seed_04.txt	tex_1_seed_05.txt	tex_1_seed_06.txt	tex_1_seed_07.txt	tex_1_seed_08.txt	tex_1_seed_09.txt	tex_1_seed_10.txt	AVG
13106	13106	13111	13107	13224	13066	12920	13107	13107	13107	13096.1
13105	13092	13066	13101	13103	13056	12872	12826	13107	13104	13043.2
13094	12706	13064	12836	11824	12987	12228	12923	12913	13057	12763.2
12887	12236	12748	13060	11824	12987	12228	12923	12953	12677	12652.3
12570	12236	12918	12933	11832	12852	12454	12923	12953	12285	12595.6
12558	12236	13064	12933	11824	12718	12454	13101	12194	12680	12576.2
12482	12236	13063	12815	11843	12718	12444	12408	12371	11824	12420.4
11826	11745	13063	12790	11832	12748	12444	12408	12194	12680	12373
11832	11745	13063	12815	11832	12100	12003	12408	12250	12141	12218.9
11919	11745	13061	12875	11832	12099	12003	12408	12250	12141	12233.3
11824	12537	11363	12733	11832	12099	12242	12261	12250	12141	12128.2
11824	11752	10933	12737	11832	12100	12422	12223	12250	11854	11992.7
11824	11752	10933	12733	11736	12100	12422	11347	12250	11508	11860.5
11824	11745	10933	12742	11862	12082	12194	11347	12250	11602	11858.1
11824	11756	10933	12733	11832	12082	12194	11347	12250	12035	11898.6
11824	11210	10933	12705	11736	11737	12194	11347	12250	12055	11799.1
11789	11177	10933	12710	11736	11630	12190	11345	12250	11402	11716.2
11824	10182	10933	12610	11736	11630	12190	11345	12250	11402	11610.2
11824	10481	10933	12050	11824	11664	12190	11345	12171	11402	11588.4
11824	10481	10929	12556	11824	11627	12190	11294	12171	10547	11544.3
11824	10177	10929	12556	11825	11530	12190	11277	12171	9288	11376.7
11824	10004	10906	12570	11824	11464	12190	11270	12027	9259	11333.8
11824	10004	10906	12546	11825	11464	12190	11270	12106	9288	11342.3
11824	9542	10921	12610	11824	11464	12189	11265	12124	9005	11276.8
11824	9542	10667	12600	11813	11399	12189	10848	12046	8934	11186.2
11824	9533	10657	12276	11813	11298	11962	10685	12046	8795	11088.9
11789	9336	10667	12276	11497	11160	11824	10667	11536	8114	10886.6
11789	9329	10661	12314	11799	11268	11616	10613	11540	8065	10899.4
11517	8904	10661	12314	11799	11268	11594	10613	11485	7910	10806.5
11517	8904	10667	12314	11799	11265	11579	10530	11419	7910	10790.4
11807	8904	10667	12314	11798	11189	11579	10408	11411	8114	10819.1
11789	8904	10667	12314	11631	11206	11579	10367	11409	8114	10798
11807	8904	10667	12314	11631	11148	11579	10367	11356	8114	10788.7
11807	8788	10667	12244	11541	11148	11579	10296	11130	7914	10711.4
11807	8794	10645	12244	11577	11138	11568	10222	11236	7914	10714.5
11807	8722	10663	12244	11542	11138	11568	10215	11178	7914	10699.1
11807	8722	10667	11828	11542	11138	11568	9952	11178	7729	10613.1
11803	8675	10640	11828	11542	11138	11579	9952	11178	7729	10606.4
11807	8653	10640	11828	11430	11138	11579	9952	11155	7729	10591.1
11807	8389	10632	11828	11430	11138	11579	9934	11162	7409	10530.8
11807	8389	10631	11812	11395	11138	11568	9934	11155	7382	10521.1
11807	8389	10631	11779	11357	11124	11498	9934	11145	7267	10493.1
11807	8389	10630	11779	11355	11124	11498	9941	11143	6901	10456.7
11784	8389	10630	11779	11355	11117	11487	9941	11142	6901	10452.5
11773	8276	10630	11763	11216	11117	11492	9800	11130	6901	10409.8
11773	8276	10630	11763	11066	11117	11498	9813	11143	6740	10381.9
11773	8218	10629	11573	9283	11117	11487	9813	11143	6737	10177.3
11731	8218	10630	11475	9283	11117	11413	9813	11142	6733	10155.5
11751	8218	10630	11460	9283	11117	11413	9140	11112	6719	10084.3
11731	8218	10629	11460	10458	11070	11413	9746	11026	6558	10230.9
11731	8203	10629	10385	9621	11070	11413	9746	10949	6558	10030.5
