tex_4_seed_01.txt	tex_4_seed_02.txt	tex_4_seed_03.txt	tex_4_seed_04.txt	tex_4_seed_05.txt	tex_4_seed_06.txt	tex_4_seed_07.txt	tex_4_seed_08.txt	tex_4_seed_09.txt	tex_4_seed_10.txt	AVG
12928	13017	13108	13086	16587	13017	12979	13107	13107	13107	13404.3
12873	12953	13107	13017	13107	12981	12979	13107	13017	13108	13024.9
12912	12979	12979	13017	13107	12956	12953	13017	12979	11302	12820.1
12757	12979	13078	13017	12862	11542	12786	12432	10929	13076	12545.8
12757	12979	12979	13001	13074	12132	12693	7487	10929	11961	11999.2
12757	12975	12979	12943	12765	12617	12693	7730	10929	11961	12034.9
12539	12716	12979	12710	12791	12610	12619	9244	10929	11961	12109.8
12539	12716	12945	12943	12791	12617	12605	7773	11538	11961	12042.8
12539	12617	12914	12878	8793	12610	12597	7090	10929	11953	11492
12640	12617	12862	12821	8260	12610	12605	7158	10929	11717	11421.9
12640	12609	12862	12710	8260	12609	12605	7141	10929	9392	11175.7
12539	12579	12715	12651	8260	12609	12576	7141	9982	9359	11041.1
12557	12547	12715	12651	8260	12609	12610	6542	9829	8180	10850
12557	12497	12628	12651	5467	12609	12594	6542	9676	8180	10540.1
12540	12497	12628	12610	5471	12609	12576	6542	10128	8180	10578.1
12537	12496	12610	12610	5473	12581	12576	6542	7539	8180	10314.4
12536	12496	12610	12610	5431	12609	12576	6187	7539	8180	10277.4
12536	12465	12610	12610	5431	12609	12576	6542	6922	8179	10248
12536	12459	12470	12617	5464	12609	12576	6302	9413	8179	10462.5
12535	12440	12103	12597	5464	12609	12568	6187	7442	8179	10212.4
12535	12440	12103	12597	5431	12609	12568	6187	7442	8179	10209.1
12536	12351	12504	12609	5269	12609	12568	5928	8738	8179	10329.1
12536	12351	12455	12610	5359	12609	12569	5826	7973	8142	10243
12529	12351	12136	12610	5359	12609	12566	5821	7973	7736	10169
12467	12351	12135	12610	5359	12609	12518	5743	7813	7736	10134.1
12413	12246	12118	12610	5359	12609	12520	5684	7813	7736	10110.8
12413	12246	12093	12610	5253	12609	12568	5664	7813	7737	10100.6
12459	12246	12119	12610	5253	12609	12568	5664	7803	7673	10100.4
12412	12246	12113	12610	5253	12609	12568	5664	7762	7546	10078.3
12303	12219	12112	12610	5253	12609	12568	5648	7803	7313	10043.8
12303	12219	11274	12610	5189	12609	12568	5634	7757	6678	9884.1
12303	12219	10955	12566	5250	12609	12568	5620	7757	6132	9797.9
12303	12212	9696	12592	5250	12609	12568	5620	7757	6132	9673.9
12303	12212	9696	12592	5181	12609	12568	5599	7757	6119	9663.6
12303	12190	9424	12592	5181	12609	12568	5545	7757	6119	9628.8
12303	12190	9424	12592	5181	12609	12568	5539	7720	6108	9623.4
12303	12190	8356	12592	5181	12609	12568	5539	7720	6102	9516
12301	12185	8356	12585	5139	12608	12568	5539	7720	6094	9509.5
12301	12137	7286	12493	5139	12608	12566	5526	7701	6094	9385.1
12301	12137	7297	12430	5078	12608	12566	5526	7701	5621	9326.5
12279	12121	7290	12430	5073	12607	12566	5520	7701	5621	9320.8
12190	12058	7286	11840	5078	12607	12566	5516	7701	5621	9246.3
12043	11960	6087	11840	5068	12606	12566	5516	7693	5616	9099.5
12043	11861	5539	11821	5068	12606	12566	5501	7646	5553	9020.4
11935	11538	5530	11821	5067	12606	12566	5495	7608	5603	8976.9
11925	11538	5079	11772	5067	12606	12566	5495	7608	5603	8925.9
11893	11538	5078	11821	4932	12606	12566	5486	7608	5594	8912.2
11893	10924	5070	11803	4931	12606	12566	5486	7608	4503	8739
11830	10324	5070	11148	4924	12606	12566	5480	7545	4503	8599.6
10586	10324	5009	11148	4929	12606	12566	5479	7545	4503	8469.5
10558	10092	5009	11129	4921	12606	12566	5476	7545	4503	8440.5
