tex_3_seed_01.txt	tex_3_seed_02.txt	tex_3_seed_03.txt	tex_3_seed_04.txt	tex_3_seed_05.txt	tex_3_seed_06.txt	tex_3_seed_07.txt	tex_3_seed_08.txt	tex_3_seed_09.txt	tex_3_seed_10.txt	AVG
39321	40602	39615	42254	41868	40647	41742	41849	41472	41105	41047.5
39321	39321	42135	43281	39425	42269	40487	42269	42135	41053	41169.6
39354	41397	41742	41053	42306	41719	43305	42306	41849	40840	41587.1
39321	42269	39468	41317	42452	42269	41589	43281	39321	40286	41157.3
39321	40012	40558	39321	40012	41344	43281	42494	39321	40175	40583.9
39321	42301	39761	39321	41134	41488	43281	41719	39321	39321	40696.8
42452	40746	39325	39325	40647	39361	43281	41742	40870	41227	40897.6
39321	39779	42182	40772	39321	40647	43132	42135	39321	39321	40593.1
42135	39837	39321	40175	41719	40681	40544	40492	40534	40040	40547.8
42120	39361	42260	42452	39321	41394	43281	42619	41733	42295	41683.6
39517	40424	39321	39321	39321	39764	43281	40352	41868	40933	40410.2
39321	40424	42452	39321	39321	39650	40764	41957	39321	42269	40480
39321	40336	39321	39321	39321	39623	43280	39321	39321	40840	40000.5
42452	39321	40628	39321	39321	39659	43281	39702	39321	40040	40304.6
39321	39339	39321	39321	42785	39678	39846	39651	40138	42269	40166.9
39321	40478	39325	39321	39321	39912	40174	40796	41868	41340	40185.6
39622	39752	39321	39321	39321	39867	39963	40035	39321	39452	39597.5
39321	38774	39321	42645	39321	42269	39321	39899	39321	39398	39959
39321	39334	39321	40828	39321	39868	39835	41742	39321	39452	39834.3
39321	39334	39321	39321	39321	40815	41181	39670	39321	39452	39705.7
39321	37774	39321	39321	39321	39623	41134	39572	39321	40840	39554.8
39321	39321	39321	39321	39321	39624	41742	39525	39321	39452	39626.9
39321	39323	39321	39321	41492	39623	39817	39321	39321	39321	39618.1
39321	39321	39321	39321	39320	40499	40336	39861	39321	41789	39841
39321	33956	30267	39321	39610	39497	40336	39321	39321	39321	38027.1
38333	39439	39321	39321	39321	39321	40788	39321	39321	39321	39380.7
39321	35314	28316	39321	39321	39723	40336	39321	39321	39339	37963.3
39321	39334	29386	39321	39321	39867	40336	39837	39321	39452	38549.6
38263	28629	29193	40057	40021	39513	39321	39316	39321	39321	37295.5
38223	39611	39385	39319	39321	39095	40336	39317	39321	39321	39324.9
38273	20849	39321	39321	39321	39554	40336	39321	39321	39452	37506.9
37961	20762	28778	39321	39320	39321	39163	39321	39321	39321	36258.9
39321	39326	39321	42093	33399	39682	39208	39321	39321	39321	39031.3
38551	39321	39321	40138	39321	39513	38937	39244	28343	39399	38208.8
39321	33478	28992	41335	40019	39630	39315	13835	39321	39638	35488.4
13243	15933	39321	38705	40015	38989	41028	17567	39321	39321	32344.3
13136	23749	17771	42269	38675	39321	40336	16632	41849	39321	31305.9
13255	39334	14435	42353	39321	24723	39753	31936	39321	39321	32375.2
13093	33561	39321	39321	32328	39321	40778	39321	33867	39326	35023.7
13298	26594	16515	22241	39320	39318	40336	33807	39321	39321	31007.1
13245	39321	15658	19162	39321	39513	22763	39321	39321	34353	30197.8
13107	36862	28741	13470	39321	39980	13084	17644	39321	39321	28085.1
13347	38485	39321	39321	39321	39724	39344	39182	24179	39321	35154.5
38364	39393	39321	17306	39317	39215	40336	39321	33098	39321	36499.2
13164	39321	39321	39321	39321	39321	38525	21200	39321	39321	34813.6
23317	39740	39321	39321	39321	39527	36043	37773	25877	39321	35956.1
13288	38485	21251	39321	39320	39172	37463	14499	39321	39321	32144.1
21776	39321	14435	39321	39321	39513	40336	36900	24544	39452	33491.9
13140	39753	14104	39321	39321	39497	37400	39182	34046	39376	33514
13123	35798	19064	13089	39321	39474	40778	39027	25816	39321	30481.1
15882	37774	14435	36882	39317	39323	40336	31219	21681	39321	31617
