38.2,38.33,0.13
76.0,78.0,2.0
13.4,19.01,5.61
11.4,18.31,6.91
12.3,11.15,-1.15
39.0,31.06,-7.94
17.0,15.0,-2.0
19.0,27.03,8.03
39.0,31.83,-7.17
16.9,21.55,4.65
35.5,37.28,1.78
30.9,28.74,-2.16
30.5,27.39,-3.11
24.9,29.68,4.78
46.5,32.41,-14.09
20.3,22.15,1.85
14.0,23.35,9.35
18.5,20.49,1.99
13.4,11.53,-1.87
40.0,45.12,5.12
36.1,31.53,-4.57
10.8,21.55,10.75
61.0,61.51,0.51
14.2,24.03,9.83
41.0,40.25,-0.75
27.0,27.87,0.87
22.0,21.7,-0.3
5.8,21.48,15.68
23.5,29.95,6.45
18.0,27.03,9.03
31.0,32.16,1.16
43.4,30.44,-12.96
42.7,34.06,-8.64
24.0,23.05,-0.95
24.0,30.62,6.62
27.5,28.83,1.33
38.1,27.82,-10.28
27.1,33.18,6.08
45.0,40.56,-4.44
10.5,8.91,-1.59
45.4,27.48,-17.92
34.8,34.23,-0.57
35.7,32.63,-3.07
10.4,13.82,3.42
47.3,50.51,3.21
10.2,15.03,4.83
20.6,22.58,1.98
33.3,28.37,-4.93
17.9,26.07,8.17
18.0,17.87,-0.13
17.7,22.94,5.24
38.0,24.35,-13.65
27.4,22.09,-5.31
17.2,11.94,-5.26
35.9,33.57,-2.33
54.8,52.6,-2.2
36.4,34.07,-2.33
10.6,15.0,4.4
19.1,16.97,-2.13
16.7,11.13,-5.57
23.9,33.57,9.67
19.0,19.18,0.18
9.0,24.35,15.35
12.5,8.91,-3.59
35.1,32.98,-2.12
36.9,37.14,0.24
28.5,28.37,-0.13
39.2,40.25,1.05
16.3,18.13,1.83
32.2,33.42,1.22
27.2,22.94,-4.26
24.3,29.27,4.97
20.8,20.04,-0.76
15.5,20.37,4.87
23.0,23.58,0.58
39.0,29.95,-9.05
40.4,32.73,-7.67
27.6,27.4,-0.2
