paramSet_01.txt	paramSet_02.txt	paramSet_03.txt	paramSet_04.txt	paramSet_05.txt	paramSet_06.txt	paramSet_07.txt	paramSet_08.txt	paramSet_09.txt	paramSet_10.txt	paramSet_11.txt	paramSet_12.txt	paramSet_13.txt	paramSet_14.txt	paramSet_15.txt	paramSet_16.txt	paramSet_17.txt	paramSet_18.txt	paramSet_19.txt	paramSet_20.txt
90820.9    	609076     	4580.56    	1435.45    	1926.51    	735327     	1984.1     	8661.52    	301519     	8076.84    	41634      	4581.4     	3.24325e+08	40015.4    	283453     	33754.7    	132004     	3685.6     	1.9841e+07 	1.60067e+08
398836     	52832.2    	1226.94    	25059.7    	48145.2    	6.04463e+26	136904     	4836.12    	94923.4    	2.59992e+06	1343.95    	2216.12    	1.03026e+10	3.97866e+07	594441     	2728.69    	629992     	19709.1    	986069     	2.74724e+09
67864.3    	82969.6    	832.06     	22147.9    	470672     	46548.4    	375375     	927.519    	502804     	1.46063e+06	4062.43    	3837.83    	6.24704e+09	21939.6    	117361     	7154.19    	5254.64    	428180     	252844     	7.04219e+08
21473.5    	3.7588e+08 	1455.38    	2227.97    	3307.62    	6.04463e+26	6168.14    	238011     	676296     	11473.5    	2576.36    	4213.13    	3.24282e+08	284665     	293333     	9121.9     	6981.53    	1991.68    	307241     	2.27583e+13
2688.17    	5.22035e+08	5298.52    	3444.9     	3450.7     	6.04463e+26	11713      	1443.21    	3.63759e+07	5184.84    	4607.63    	9426.21    	3.2339e+08 	155163     	19326.6    	10243.3    	10556.3    	20907.2    	807854     	4.55165e+13
13057.4    	6.32519e+07	5069.08    	2266.72    	508485     	151711     	6646.96    	5417.08    	1.39379e+07	3122.22    	6451.25    	32845.3    	9.84985e+09	123482     	108272     	54379.8    	8682.27    	3930.03    	215293     	2.27584e+13
4918.84    	5.31499e+08	908.14     	17445.7    	2.66194e+06	1.20176e+26	12953.8    	1548.48    	65403.8    	7815.03    	10357      	450112     	15386.2    	866906     	7.28627e+06	7577.15    	7521.58    	16177.9    	634013     	4.45278e+09
45479.7    	1.90469e+08	6060.33    	7337.81    	36502.1    	6.0088e+25 	16675.4    	9168.14    	4.01882e+06	17986.6    	1082.41    	8898.42    	573733     	3.73466e+08	57864.1    	1966.85    	432588     	4115.27    	205122     	8.41285e+07
2512.48    	5.44776e+08	1545.02    	3463.34    	1493.07    	6.04463e+26	13665.2    	6154.85    	51759.7    	15775.1    	36888.7    	9375.79    	6.45202e+08	208789     	1.63712e+06	6151.5     	19142.1    	3516.06    	1.07842e+08	2.99602e+12
34404.9    	38142.4    	958.694    	8526.05    	41580.3    	1.26901e+27	99146.6    	1642.86    	628411     	1923.66    	259526     	5814.24    	2.60846e+06	78346.2    	1.45053e+06	2930.51    	219037     	18416.5    	2.65228e+06	1.09499e+08
39379.9    	3.58914e+28	1363.92    	2445.18    	65278.1    	6.0088e+25 	8538.75    	43642.5    	118940     	426660     	5966.61    	3990.37    	3.79719e+08	3.11243e+06	29199.3    	60482.9    	23281.6    	124960     	5.45109e+07	1.79256e+08
3320.93    	6.85883e+08	51691.2    	16098.9    	12742.8    	2.28518e+24	5622.01    	5375.95    	4.53578e+26	4620.82    	5299.3     	4082.01    	7.13824e+07	1.14733e+07	8722.96    	4.09009e+06	38598.9    	272334     	1.90255e+07	2.27582e+13
3582.26    	2.99253e+07	1705.36    	32856.8    	8657.95    	6.04463e+26	75858.3    	1302.37    	93097.1    	12382.2    	5533.32    	3617.96    	10753.5    	549692     	9.11351e+06	7391.54    	21388.5    	5012.16    	462923     	3.22847e+09
70511.4    	3.8195e+08 	1542.38    	4430.41    	84359.3    	6.64551e+26	2238.4     	4358.91    	31052.5    	8232.87    	401248     	10539.2    	1.05775e+10	2.15511e+06	496271     	2380.94    	22296.4    	433343     	9.31564e+06	8.39558e+07
31909.3    	3.93659e+08	8447.67    	2348.42    	2.13589e+06	6.64551e+26	383901     	5637.98    	35819.4    	8471.6     	93419.3    	1333.21    	4.13671e+06	584793     	153289     	54174.6    	37880.4    	3510.64    	1.70309e+07	1.56534e+08
6032.94    	52093.7    	5616.62    	5429.42    	13280.9    	24800.7    	362921     	3970.56    	27618.5    	5.56142e+06	1183.24    	1.63689e+06	4085.02    	50985.8    	5.69096e+06	1942.63    	7123.11    	897241     	2.90163e+06	1.31407e+10
2699.97    	2.59485e+08	1774.64    	31396.3    	1461.92    	6.04463e+26	6942.64    	2719.81    	164628     	2.56e+06   	5384.1     	6708.03    	3.897e+09  	4.59348e+06	2.987e+08  	3095.81    	1.99539e+06	15547.4    	2.67133e+06	2.35382e+07
51638.7    	1.7702e+08 	866461     	22121.1    	356008     	650904     	9841.85    	9644.91    	3.82587e+07	1812.49    	815102     	7081.42    	3.2672e+08 	67065.9    	1.27248e+06	984.594    	11196.3    	2331.45    	1.37329e+06	1.58203e+08
18555.1    	2.71281e+08	1005.38    	2174.12    	530916     	7.24639e+26	2987.63    	8807.97    	3.8494e+07 	28850      	5314.9     	17678.3    	4576.82    	1.84367e+06	28980.2    	15119.7    	6089.77    	17191.9    	1.63278e+07	2.27583e+13
3278.45    	4.38714e+08	1080.57    	1.44948e+06	17241.8    	6.04463e+26	368946     	4510.31    	512281     	1336.58    	5501.96    	26813.9    	4.12488e+06	246564     	134794     	2130.4     	8767.14    	33606      	3.44631e+06	1.88903e+08
4826.42    	8.81831e+08	20188.8    	1.47299e+06	32927.6    	1.20893e+27	659991     	21687.6    	202642     	18990.9    	2199.14    	34971.9    	1.01476e+10	40573.9    	72679.3    	1.41897e+06	1968.46    	29214      	1.95018e+06	1.67754e+11
32148      	2.75098e+07	1532.19    	3.42956e+07	1.58048e+06	6.0016e+25 	357246     	9208.99    	1.24946e+08	2313.44    	2503.48    	28762.1    	3.22618e+08	23244.6    	119955     	103082     	295117     	15831.5    	3.623e+06  	2.60552e+07
15807.9    	1.03743e+09	1645.4     	89515.8    	64195      	6.04463e+26	5762.74    	3379.22    	36478.5    	1936.36    	2131.45    	1985.12    	4954.46    	38527.5    	20721      	11348.8    	74313.1    	5208.74    	3.15038e+06	1.71738e+08
4879.14    	4.17312e+08	1167.81    	45190.9    	81509.3    	6.04463e+26	6256.91    	18369.2    	1.03421e+06	7418.73    	1565.14    	7773.73    	4.58883e+08	339184     	2.1254e+07 	17118.6    	4399.1     	35911.5    	2.05317e+06	670296     
64030.2    	5.40746e+08	260317     	21248.5    	33764.4    	1.20893e+27	365327     	2433.81    	367849     	389320     	9.7752e+07 	3589.39    	12211.3    	1.01836e+06	43712.3    	8832.99    	1669.21    	1351.57    	8.88594e+06	1.28788e+08
65405.6    	4.83192e+08	940.454    	29754.4    	11973.2    	7.24639e+26	1542.82    	29893.5    	5.48453e+06	13015.6    	1241.81    	19737.3    	8.35316e+09	615785     	1.66222e+07	472609     	403293     	1.78568e+06	52046.3    	7.28611e+09
2106.6     	3.60082e+07	4668.91    	2808.66    	12028.1    	6.0088e+25 	12001.5    	6523       	92252.2    	438150     	2893.07    	73873.6    	3.22689e+08	34817.1    	45970.7    	6951.23    	15771.2    	4344.03    	4.18241e+06	7.35028e+07
39672.8    	61388.9    	3029.85    	2645.69    	15856.4    	6.04463e+26	26139      	6535.75    	4.46542e+06	5765.43    	21134.3    	10451.5    	3.22608e+08	300856     	1.6542e+07 	5236.99    	23001.1    	32724.3    	2.15664e+07	1.12479e+06
72067.9    	2.36719e+08	1415.66    	240190     	13399.5    	8.39389e+26	32423.4    	9829.71    	7.60074e+06	5113.02    	1007       	4.69881e+07	9.05585e+09	29605.3    	20855.5    	24355.7    	411270     	380241     	7.86941e+06	1.17332e+08
38285.2    	5.07944e+08	1380.88    	45315.1    	10305.6    	6.04463e+26	11477.6    	2204.16    	2.58425e+06	1779.75    	2330.58    	7668.79    	8675.44    	72020.7    	1.65529e+07	18214.8    	33847.5    	5528.27    	3.93453e+06	7.30138e+08
3587.14    	1.11004e+06	5273.45    	66364.8    	10884      	567043     	380960     	2410.28    	2.53205e+06	1934.17    	887.447    	11114.1    	105733     	2.88754e+07	268257     	4542.29    	6.76648e+06	82505.4    	2.03381e+07	5.86261e+07
2010.79    	4.72455e+08	57646.6    	159849     	9.8724e+07 	26901.9    	8186.39    	4167.58    	853920     	6043.29    	2449.5     	8254.03    	14420.9    	114010     	1.95274e+09	14459.3    	32886.6    	6129.01    	145351     	1.81165e+08
17615.3    	3.46423e+07	9324.63    	17452.9    	33230.5    	1.81339e+27	9600.84    	3757.2     	2.38966e+06	4155.69    	4911.87    	11708.3    	3.22641e+08	1.4146e+07 	442464     	11615.2    	2634.32    	1291.35    	1.88366e+06	1.88853e+07
166801     	2.36903e+08	5741.37    	8728.77    	9129.43    	6.04463e+26	6180.05    	10102.8    	1.76776e+06	4476.2     	5878.3     	2948.25    	114929     	326289     	55103.7    	11137      	19350.4    	5771.02    	7.2182e+06 	246306     
7477.65    	2.44658e+08	4472.74    	1634.14    	9282.33    	46472.3    	16926.6    	1092.89    	6.49401e+09	5402.69    	1969.07    	53527.4    	3979.97    	1.23228e+07	4.94482e+06	4383.33    	3354.78    	1546.55    	5.29272e+06	1.22596e+12
22797.8    	1.90673e+08	1095.02    	2149.24    	14791      	30888.7    	5773.28    	5473.44    	5.46029e+07	8710.61    	7015.29    	10991.8    	3.22607e+08	1.25911e+07	113887     	7692.08    	3295.11    	3859.44    	109906     	2.05498e+08
4922.82    	2.44211e+08	870.724    	43004.1    	479069     	8.39389e+26	63458      	2988.83    	6.30695e+06	2.3602e+06 	4335.11    	4529.91    	3361.47    	73910.7    	2.08409e+06	94726.9    	3.59132e+08	59160.4    	4.06788e+06	7.80224e+06
20595      	4.88253e+08	4636.62    	46142.9    	35281.3    	6.04463e+26	362850     	4587.97    	1.75875e+06	3342.15    	3050.83    	4653.91    	9.85273e+09	69863.2    	1.65119e+07	7818.98    	19928.9    	21502      	2.97929e+07	1.14317e+08
1760.39    	1.88929e+08	5126.04    	20616.7    	7867.51    	1.20893e+27	1640.91    	8203.33    	610122     	10773.7    	2318.29    	27262.8    	3.22621e+08	1.31038e+06	125077     	10302.9    	417967     	8415.78    	437142     	1.55202e+09
30744.9    	2.44192e+08	5071.86    	47453.7    	26254.8    	1.20893e+27	724950     	2434.49    	1.10024e+09	423714     	7369.8     	4.38692e+07	7.7153e+08 	34133.7    	35330.2    	4633.04    	30954      	424198     	1.11985e+09	2.27583e+13
14327.8    	2.4447e+08 	1235.71    	50139.5    	362645     	17582.9    	6889.48    	11057.8    	6.31081e+06	13471.8    	3781.01    	12330.9    	4121.57    	441668     	33845.7    	9634.91    	14251.6    	15858.2    	524005     	1.19287e+07
29342.4    	2.78573e+08	9458.25    	2959.84    	1.55378e+06	1.20893e+27	8975.83    	2410.18    	74251.1    	1725.56    	2119.71    	13648.5    	3.22606e+08	247729     	327503     	7648.26    	68471.9    	126369     	3.18776e+06	1.25961e+07
27387      	2.78314e+08	1559.84    	4153.35    	484575     	1.38376e+27	1745.25    	8658.34    	883899     	2799.96    	468340     	15721.5    	7.7152e+08 	526257     	32671.3    	3013.1     	19595.2    	2053.4     	2.50076e+06	7.93785e+10
42978.4    	2.44583e+08	3804.77    	12225.7    	21716      	3.62276e+27	21570.2    	5948.56    	2.16574e+10	343586     	4187.64    	5364.87    	4.49004e+08	78217.6    	221023     	2884.1     	106590     	46523.3    	2.76916e+06	1.66878e+08
36762.9    	2.51686e+08	1076.82    	3601.41    	19618.9    	202313     	18242.8    	5426.39    	8.33001e+06	1685.44    	6393.26    	8610.59    	1.08803e+09	4.59559e+09	227106     	6516.38    	378453     	4316.69    	1.54323e+06	2.27584e+13
9369.12    	2.47082e+08	1568.19    	15950.6    	24818.4    	6.64551e+26	14502.5    	6501       	9.13887e+10	5948.38    	3.90414e+06	8212.62    	2.99805e+06	1.41579e+07	36583.1    	7383.89    	27931.9    	16519.2    	1.95856e+07	3.79695e+07
1827.91    	38243.3    	4645.13    	24573.4    	2739.11    	4.40799e+06	1748.97    	1.1914e+07 	113622     	11517.5    	12926.9    	4968.86    	4.33524e+08	2.83129e+07	5.57007e+06	3767.03    	18975.8    	3992.97    	415165     	1.42924e+13
4476.69    	2.44115e+08	5348.32    	6449.71    	9022.68    	6.64551e+26	3962.17    	4337.22    	827120     	2215.62    	3005.59    	1803.53    	3.22618e+08	1.29396e+08	2.04795e+07	8730.11    	116850     	4361.4     	2.88303e+07	1.20556e+09
465488     	2.44159e+08	1104.57    	86780      	146650     	21136.5    	8945.33    	1971.14    	612023     	9781.95    	14897.4    	52899.1    	9.99537e+09	61699.7    	1.65185e+07	411217     	9838.89    	18388.2    	190422     	8.3954e+07 
4446.31    	1.59197e+06	874.102    	1336.56    	133289     	1.21121e+27	86201.6    	1683.49    	1.19093e+06	5045.46    	5527.52    	15913.2    	8855.76    	104543     	30254.3    	470993     	3766.38    	4414.37    	329776     	5.64115e+07
2642.22    	167402     	620040     	6024.76    	13733.8    	126343     	6698.36    	5904.48    	914559     	6558.09    	2196.59    	61968.2    	9.49888e+09	6.3073e+07 	5.32835e+07	9345.15    	6176.6     	1791.16    	8.26541e+06	2.55388e+08
16745.7    	4.88293e+08	909.194    	92527.8    	11708.9    	3.2388e+06 	9749.48    	6755.73    	8.31317e+11	2325.59    	2917.48    	1981.82    	3.22597e+08	1.41943e+07	171076     	15339.2    	43189.1    	391855     	1.4401e+06 	1.05247e+07
39607.4    	7.56134e+08	1825.68    	1849.06    	2656.06    	6.04463e+26	3.8593e+06 	172218     	2.16501e+10	9307.72    	3810.56    	386056     	7855.47    	4.81017e+08	203753     	22239.2    	3830.05    	16225.5    	1.49822e+06	4.84053e+07
35513.9    	2.44171e+08	4742.8     	2.06843e+06	2703.43    	2.02908e+06	9297.44    	5514       	1.26219e+07	2256.98    	263390     	1724.21    	10719.1    	6.47348e+07	177253     	24341.1    	11293.7    	2431.95    	1.69585e+06	3.88919e+07
5368.12    	7.2645e+08 	1290.83    	14941.3    	23138.4    	98671.6    	14773.1    	5592.09    	4.66302e+08	274900     	4771.75    	21734      	3.22605e+08	35078.6    	56868.9    	13182.7    	38391.9    	7814.37    	4.0284e+07 	2.39832e+13
14508.7    	4.882e+08  	1430.47    	1582.53    	174866     	2.28518e+24	363642     	1801.57    	398742     	11400.7    	7660.69    	4959.93    	9264.02    	6.35887e+07	1.67594e+07	106055     	119767     	878.772    	3.99584e+07	1.51479e+08
15654.8    	4.89696e+08	914.039    	6692.4     	19530.9    	166601     	365763     	5358.79    	865164     	51771.9    	2.27273e+07	5519.54    	3.22601e+08	282300     	113223     	7715.7     	30218.4    	5748.86    	401777     	1.09409e+08
36049.3    	2.44179e+08	1051.17    	39401.8    	2732.33    	8.39389e+26	5953.65    	3102.71    	1.10723e+06	3893.58    	7227.25    	5573.45    	48537      	616469     	7081.73    	9395.2     	10565      	2079.67    	7.36839e+07	3.67795e+07
1186.1     	4.43748e+08	1042.41    	15427.7    	992602     	6.04463e+26	11661.6    	13178.2    	1.79288e+06	5464.3     	8393.56    	6286.55    	7650.68    	1.70068e+07	17652.1    	14301.3    	38176.1    	73283.2    	1.84103e+07	7.17556e+09
35762.4    	2.44153e+08	906.576    	2345.54    	60954.6    	2.97096e+06	5511.93    	7757.61    	129701     	2954.17    	1414.8     	5011.91    	6902.91    	250218     	1.65825e+07	8901.61    	1.05874e+06	57522.9    	4.34162e+06	2.27584e+13
1833.6     	2.44139e+08	7300.53    	17121.4    	1.62248e+06	6.04463e+26	10266.3    	2134.87    	647960     	3639.17    	1028.53    	1.28815e+06	9.64739e+09	7.39255e+07	378475     	3238.76    	25311.9    	7807.47    	445117     	7.12094e+09
398718     	2.44411e+08	1662       	15314.3    	297913     	1.20893e+27	6589.64    	1910.14    	6.20068e+06	10658.3    	2189.91    	5081.27    	3.00333e+08	1.74451e+07	18088.1    	6382.23    	21356.4    	3415.89    	459335     	2.27584e+13
824.391    	1.16951e+06	794.016    	4854.62    	6115.21    	1.20893e+27	2750.58    	4435.13    	7.51701e+06	5130.94    	6461.92    	6422.41    	17010.2    	56827      	1.63052e+08	8019.31    	2798.1     	2358.84    	5.19803e+07	5.48897e+07
39321.9    	82971.5    	361582     	354776     	1.484e+06  	6.04463e+26	6424.28    	9964.54    	629641     	1272.38    	2553.68    	2126.88    	1.10403e+09	225595     	19919.6    	25115.8    	10090.8    	76727.3    	3.6571e+06 	2.27583e+13
5754.18    	4.09953e+07	9.9316e+07 	1041.42    	5246.97    	1.40305e+06	6032.4     	1998.52    	65149.6    	3831.59    	18593.5    	277201     	3.22638e+08	6.69161e+07	4.74988e+06	28568.9    	1908.89    	25303.7    	4.82272e+06	2.27654e+13
5454.66    	8.08649e+06	1453.87    	2860.48    	5748.39    	85190.9    	367509     	4894.61    	35636.1    	18669.4    	5546.12    	1333.8     	87624.4    	2.74114e+08	14288.7    	13796.7    	480474     	6683.34    	51754.6    	1.40447e+08
15035.1    	2.44169e+08	1286.03    	17839.3    	31217.7    	6.64551e+26	98915.2    	8693.72    	1.93003e+06	3528.84    	6270.07    	11864.5    	462009     	4.50941e+06	53442.5    	2.54149e+06	28212.1    	1562.13    	227041     	2.83757e+08
28950.5    	8.0561e+06 	1239.77    	50525.8    	9726.23    	1.61199e+27	6094.95    	3461.09    	496501     	11898.7    	6848.95    	6035.65    	6.45203e+08	41425      	1.72711e+07	10670      	2943.59    	2658.88    	4.94221e+06	8.58492e+07
2168.83    	8.75648e+08	11143.3    	21072.8    	17834.9    	3.77181e+06	3208.37    	879185     	307956     	10247.7    	6863.21    	6156.74    	9.61929e+09	1.72574e+08	1.65178e+07	5.14184e+07	678213     	3632.48    	944171     	1.64441e+08
1082.47    	71873      	2288.97    	8676.4     	1.02765e+06	6.04463e+26	7158.08    	1356.24    	90657.3    	2115.24    	2027.36    	6240.31    	3.23659e+08	1.44243e+06	3.30326e+07	10298.5    	23067.4    	11166      	705218     	5.8862e+07 
18209.7    	3.41394e+08	4697.56    	2739.55    	389857     	1.60023e+08	18948      	13543.6    	689503     	18109.1    	5904.37    	17820.9    	3.38659e+13	2.03183e+07	1.5782e+07 	10210.8    	21225.4    	23841      	179408     	2.46392e+13
2417.49    	43771.1    	1478.65    	16602.1    	41433.4    	321565     	9727.76    	3363.49    	1.67554e+07	2215.66    	8591.6     	283184     	9.61922e+09	728436     	88711      	16539.5    	50116.1    	3597.87    	5.10709e+06	1.39338e+08
15120.4    	4.57662e+08	2222.55    	16200.2    	15819.1    	147603     	9211.65    	3131.11    	1.4623e+06 	16946.3    	5038.35    	6031.53    	9.29661e+09	1.70608e+07	9308.2     	156308     	18813.1    	3260.76    	1.46176e+06	1.1152e+08 
1376.46    	1.62358e+11	1092.54    	10094.1    	13528.9    	6.04463e+26	9691.48    	3857.34    	1.33904e+06	6.05662e+06	6321.61    	8778.74    	4.5754e+08 	1.55556e+06	66026      	5677.97    	33018.8    	2307.55    	1.92403e+08	4.66747e+08
2001.98    	3.14683e+08	1352.3     	20020.3    	19859.8    	6.04463e+26	10439.8    	658220     	33962.1    	20492.2    	6916.38    	218522     	3.22599e+08	160980     	49202.2    	914592     	4512.79    	4715.5     	1.25999e+06	8.57935e+07
956.414    	2.71386e+11	545816     	2973.17    	5364.51    	6.36794e+06	16943.1    	749.862    	18723.5    	10782      	14592.8    	5677.84    	2.32831e+06	1.67885e+07	8713.89    	27101.3    	24180      	75513.9    	195006     	2.77474e+10
775.561    	832962     	4908.27    	1571.81    	30191.5    	1.74838e+26	467380     	3.87011e+07	58900.3    	3.4629e+07 	95093.1    	5654       	9.7806e+09 	1.02285e+06	2.99471e+07	608340     	12456.3    	17148.1    	4.97405e+06	3.41143e+08
2150.49    	3.14988e+08	856.105    	2833.11    	18064.9    	48407.2    	9277.95    	1661.57    	827336     	3.46334e+07	10784.9    	648549     	3.06356e+07	957633     	90322.3    	20031      	2094.31    	450833     	3.6246e+07 	2.357e+07  
24573      	2.71387e+11	2511.78    	33770.4    	305629     	7.7436e+26 	3061.43    	7015.56    	8.72597e+08	8090.35    	42866.9    	8815.57    	6138.63    	229140     	31367.3    	11542      	26366.3    	20748.5    	3.80512e+06	1.09305e+10
4894.55    	1.8627e+09 	6608.72    	3258.59    	46963.6    	6.04463e+26	1578.16    	1753.49    	2.21587e+06	1567.64    	1558.35    	1049.39    	95820.4    	381218     	36019.1    	63518.6    	69316.1    	285001     	7.67284e+06	2.27588e+13
1437.65    	2.40747e+08	2576.42    	18806.7    	39101.2    	8.0087e+26 	13459.2    	1635.18    	788075     	15462.6    	10716.7    	231354     	3.22607e+08	1.63554e+07	26563.3    	37902.4    	22394.7    	712731     	6.79078e+09	2.33536e+07
61288.1    	1.08236e+09	1936.53    	17936      	11190      	6.04463e+26	9883.48    	1241.94    	1.50393e+07	12948.9    	2983.28    	1383.75    	5878.53    	164572     	169667     	16280.8    	3494.72    	12534.7    	302587     	2.44239e+10
3692.91    	27470      	885.299    	19384.5    	753.645    	1.20893e+27	42680      	12185.8    	3.2767e+07 	3204.6     	1488.78    	4345       	3.22609e+08	1.614e+07  	4.12116e+06	168427     	27409.2    	994613     	2.57558e+06	1.46101e+07
2328.71    	1.66666e+08	12242      	2075.1     	5011.45    	6.04463e+26	6632.71    	4216.03    	552508     	5.3117e+08 	4412.7     	58497.5    	354853     	852214     	30190.7    	3.43105e+09	6828.52    	31475.6    	1.71735e+06	2.28352e+07
735.994    	49782.9    	1049.95    	395683     	1.538e+06  	2.85552e+28	2665.53    	5782.22    	687324     	2800.54    	10723      	2064.5     	37053.5    	104261     	23376      	12315.6    	23763.7    	2640.11    	1.40315e+07	1.86799e+13
880.915    	1.64669e+08	1188.95    	8386.56    	554856     	4.31377e+06	361315     	5036.55    	692482     	6733.39    	14879.7    	61368.4    	2.55135e+06	1.01668e+07	11175.8    	4585.67    	1611.12    	16545.1    	3.52184e+06	1.0012e+08 
2743.62    	6.35689e+08	1540.12    	8810.89    	15116.8    	3.36689e+26	5043.84    	4078.95    	617022     	9780.71    	10644.7    	76157.2    	3.24103e+07	93175.6    	1.73933e+07	9147.25    	29455.3    	4454.58    	1.38923e+06	1.86792e+13
256283     	1.33807e+08	5961.14    	32229.9    	11077.4    	6.98368e+24	4884.96    	142390     	56169.4    	5372.87    	2253.17    	1.99562e+08	3.22603e+08	17090.7    	329207     	13401.3    	34658.8    	1657.19    	891642     	3.57175e+07
2083.79    	3.17881e+08	2755.45    	22743.6    	99794.2    	6.04463e+26	11155.5    	4214.19    	1.13677e+06	17537.3    	2456.47    	7899.31    	3.22603e+08	152451     	189573     	19046      	11470.9    	3254.66    	2.57647e+06	3.30099e+12
35036.2    	2.17691e+08	3020.15    	30333.9    	12956.4    	3.74646e+27	9345.79    	4431.81    	187688     	3248.95    	3531.17    	5048.25    	1.0001e+10 	1.93639e+08	18686.9    	20709.7    	9885.16    	17250.9    	2.74726e+07	5.55221e+07
552.75     	2.49936e+27	4540.73    	19545.2    	859825     	6.22025e+27	1866.09    	2847.67    	1.24636e+06	3.46168e+07	9166.45    	11303      	1.35283e+06	81350.9    	41549.2    	105258     	386981     	29724.8    	4.87671e+08	2.19813e+13
1827.34    	234172     	1109.78    	19378.5    	201146     	6.04463e+26	8951.89    	1443.51    	851856     	51269      	1.06901e+08	1073.1     	5933.27    	469826     	1.70942e+07	11218.1    	1583.04    	4662.92    	242444     	1.21582e+11
14996      	729226     	998.495    	15757.6    	68152.5    	1.20893e+27	10017      	2362.59    	887968     	2932.83    	7845.66    	887374     	13223      	27586      	38987      	30534.1    	69796.2    	16075.7    	54897.2    	2.19801e+13
1024.75    	203387     	1648.41    	1365.14    	82353.8    	3.80857e+15	15493.8    	14766.3    	50776.1    	3.46022e+07	6492.48    	6100.7     	2.06497e+06	9.05382e+06	368115     	9961.38    	41451.5    	8500.36    	574945     	6.45944e+07
1558.75    	1.00225e+08	905.17     	350726     	10999.8    	159876     	5682.79    	6983.08    	3.56805e+06	5745.98    	5505.16    	4640.5     	14955.4    	987704     	118662     	19641.5    	19313.1    	2009.04    	1.77844e+06	3.30099e+12
177215     	1.00261e+08	963.131    	17686.3    	13391.6    	789126     	2160.67    	3355.69    	1.36178e+06	5397.7     	5532.17    	7788.32    	62493      	1.45351e+06	1.65369e+07	17954.6    	8519.29    	33233.7    	64847.2    	5.41006e+07
1158.5     	2.00474e+08	1228.85    	240860     	24705.9    	6.04463e+26	6354       	3213.13    	1.23152e+06	1511.83    	4.2e+09    	13009      	1.04925e+06	120405     	12755.7    	21510.9    	23609.5    	15341.8    	279842     	1.08998e+09
1029.66    	3.88622e+08	25448.5    	396311     	13956      	6.04463e+26	10802.6    	31547.8    	195415     	8002.12    	8272.67    	6143.53    	3.146e+07  	891673     	41197      	10135.8    	814.793    	425352     	2.43375e+08	4.03346e+07
1598.27    	4.92912e+08	4133.83    	43832.9    	52560.4    	715366     	10244.7    	3216.48    	553709     	1936.42    	2.82444e+06	65746.3    	3.2797e+07 	144661     	367158     	14428.4    	2555.17    	55565.4    	145489     	8.78414e+08
36597.3    	65507      	926.14     	31247.9    	73234.6    	6.04463e+26	6242.86    	27626.1    	1.33116e+06	8722.17    	6066.22    	1511.41    	326953     	806342     	1.65707e+07	8926.56    	2.65067e+07	26251.3    	1.51712e+08	7.57987e+09
13511.6    	1.65239e+07	3557.13    	55872.9    	9603.37    	1.20893e+27	10149      	22938.5    	621233     	6521.09    	1329.65    	13422.2    	1.03094e+06	97006.7    	1.63021e+08	19812.3    	12745.9    	6649.49    	584136     	6.0605e+09 
2437.81    	1.00272e+08	1056.92    	21949.4    	6467.49    	419055     	5634.26    	7039.92    	33768.8    	5917.76    	11496.2    	1994.03    	1.0168e+10 	1.42876e+06	886713     	3.55503e+06	67099.4    	92470.6    	7.52309e+06	4.13792e+07
14994.2    	2.86322e+07	1455.85    	88488.2    	224264     	3.18279e+07	18564.8    	9027.95    	229143     	6915.2     	8872.93    	1577.09    	2553.05    	3.38358e+06	1.67033e+07	2.41049e+06	9838.15    	10221.1    	77640.8    	2.97078e+07
2622.46    	1.00311e+08	858.415    	19344.9    	58860.3    	3.23413e+09	6140.85    	2650.52    	995691     	3.46174e+07	6018.82    	47228.6    	3.14889e+07	22039.1    	34075.2    	12465.3    	632623     	6885.88    	251613     	6.81744e+07
3609.27    	7.39571e+08	1376.1     	40127.9    	22065.7    	309015     	1611.38    	6264.8     	900248     	6027.38    	4253.04    	4875.31    	2.92164e+06	76670.6    	177947     	11459.5    	2544.55    	4975.25    	2.06529e+08	3.73584e+13
