paramSet_01.txt	paramSet_02.txt	paramSet_03.txt	paramSet_04.txt	paramSet_05.txt	paramSet_06.txt	paramSet_07.txt	paramSet_08.txt	paramSet_09.txt	paramSet_10.txt	paramSet_11.txt	paramSet_12.txt	paramSet_13.txt	paramSet_14.txt	paramSet_15.txt	paramSet_16.txt	paramSet_17.txt	paramSet_18.txt	paramSet_19.txt	paramSet_20.txt
250.144	253.954	279.276	283.727	268.057	308.295	245.358	271.585	213.982	271.808	249.717	275.923	274.474	270.327	270.626	290.478	265.59 	268.035	221.28 	286.425
250.086	253.478	279.276	283.727	267.938	308.295	245.358	271.585	213.982	271.144	249.717	275.923	274.474	270.183	270.638	290.478	265.384	267.538	221.28 	286.425
249.582	253.478	279.276	282.289	267.938	308.295	245.358	271.585	213.89 	269.625	249.625	275.714	274.337	269.743	270.638	290.478	265.384	267.538	221.28 	286.425
249.582	253.478	278.706	282.289	267.938	308.295	245.358	271.309	213.89 	269.32 	249.625	275.472	273.958	269.743	270.638	290.478	265.158	267.482	221.28 	286.425
249.582	253.478	278.79 	282.289	267.635	307.229	244.837	271.309	213.817	269.313	249.625	275.472	273.958	269.536	270.626	290.478	265.158	267.482	221.28 	286.288
249.273	253.478	278.711	282.289	267.635	307.229	244.837	271.309	213.817	269.313	249.621	274.951	273.729	269.536	270.626	290.478	265.158	267.482	220.844	286.288
249.224	253.478	278.473	282.289	267.635	307.229	244.837	271.052	213.736	269.313	249.516	274.276	273.729	269.437	270.626	290.478	265.142	267.285	220.974	286.288
249.062	251.143	278.473	280.889	267.635	307.135	244.52 	271.052	213.736	268.984	249.49 	274.276	273.729	268.761	270.626	286.033	264.234	265.953	220.895	284.875
249.062	250.961	278.473	280.889	267.226	306.882	244.52 	270.711	213.736	268.984	249.49 	274.275	273.729	268.761	270.626	286.033	264.234	265.953	220.481	284.875
249.062	250.961	278.263	280.889	267.226	305.892	244.52 	270.711	213.736	268.425	246.939	274.275	273.686	268.761	270.626	286.033	264.234	265.953	219.741	284.875
249.057	250.961	278.263	280.889	267.226	305.801	244.52 	270.711	213.735	268.425	246.939	273.936	273.686	268.761	270.626	286.033	264.234	265.953	219.741	284.875
249.057	250.961	278.104	280.889	267.215	305.825	244.502	270.711	213.736	268.077	246.939	273.487	273.446	268.654	270.539	286.033	264.234	265.898	219.741	284.875
248.988	250.586	277.9  	280.871	267.148	305.825	244.279	270.711	213.687	268.077	246.626	273.053	273.446	268.654	270.539	286.033	264.234	265.898	220.086	284.743
248.988	250.586	277.9  	280.859	267.044	305.613	244.279	270.59 	213.138	268.077	246.539	273.053	273.446	268.654	270.453	285.78 	264.234	265.898	219.619	284.516
248.937	250.586	277.745	280.859	266.858	305.613	244.225	270.59 	213.687	268.077	246.539	272.692	273.432	268.538	270.539	285.78 	264.234	265.898	219.619	284.516
248.936	250.586	277.689	280.575	265.962	305.601	244.225	270.34 	213.57 	268.039	246.509	272.692	273.432	268.538	270.539	285.78 	264.234	265.546	219.619	284.402
248.936	250.586	277.596	280.575	265.962	305.442	244.225	270.338	213.57 	267.176	246.509	272.252	273.415	268.538	270.538	285.78 	263.884	265.546	219.619	284.402
248.931	250.586	277.596	280.575	265.817	304.615	244.009	270.338	213.57 	267.176	246.173	272.252	273.415	268.467	270.538	285.649	263.884	265.546	219.606	284.402
248.869	250.447	277.485	280.575	264.199	305.442	243.8  	270.338	213.57 	267.176	246.051	272.099	273.415	268.206	270.538	285.649	263.884	265.546	219.606	284.402
248.869	250.447	277.163	280.575	264.199	305.169	243.798	270.338	213.51 	267.176	246.051	272.099	273.415	268.206	270.538	285.649	263.174	265.307	219.463	284.402
248.853	250.447	277.042	280.258	264.199	305.169	243.661	270.336	213.509	267.176	246.051	271.791	273.415	268.206	270.538	285.458	263.174	265.307	219.33 	284.402
248.812	250.447	276.756	280.258	264.199	305.065	243.528	270.336	212.741	267.176	245.888	271.791	273.411	267.98 	270.538	285.649	263.016	265.307	219.33 	284.402
248.551	250.447	276.393	280.258	263.344	304.973	243.311	270.336	212.727	267.176	245.505	270.862	273.411	267.98 	270.538	285.649	263.016	265.307	219.33 	284.402
248.476	250.447	275.526	279.341	263.344	304.973	243.311	270.336	212.727	266.241	245.472	270.862	273.411	267.98 	270.538	285.649	263.016	265.307	219.13 	284.402
248.476	250.447	275.526	279.341	263.04 	304.471	242.476	270.183	212.698	267.124	245.472	270.862	273.399	267.872	270.538	281.807	262.954	265.307	217.946	284.402
248.473	250.445	275.526	279.341	263.04 	304.471	242.476	270.183	212.698	267.124	245.265	270.516	273.399	267.333	270.538	281.807	262.954	265.307	217.946	284.402
248.115	250.445	275.526	279.341	260.964	304.471	242.08 	270.183	212.698	267.107	244.932	270.4  	273.396	267.333	270.534	281.807	262.826	264.095	219.005	284.402
248.115	250.445	275.526	277.836	261.295	304.319	242.08 	270.183	212.588	267.069	244.932	270.059	273.396	267.316	270.538	281.807	262.826	264.095	218.759	284.402
248.115	250.445	275.449	277.613	261.295	302.595	242.08 	270.183	212.338	267.046	244.932	269.542	273.396	267.316	270.538	281.807	262.801	264.093	218.697	284.402
248.115	250.195	275.408	277.613	261.295	302.378	241.814	270.183	212.338	266.984	244.636	269.392	273.235	266.248	270.538	281.646	262.801	264.032	218.694	284.402
247.959	250.086	275.408	277.425	260.568	302.378	241.58 	270.183	212.338	266.984	244.636	269.346	273.154	266.248	270.538	281.463	262.696	264.032	218.694	284.402
247.572	249.767	275.026	275.801	260.568	302.378	241.58 	270.181	212.278	266.984	244.542	267.661	273.154	266.248	270.538	281.463	261.875	264.032	218.084	284.402
247.572	249.767	274.782	275.801	260.568	302.378	241.58 	270.181	212.278	266.984	243.761	267.661	272.688	266.071	270.537	281.463	261.875	264.032	218.048	284.402
247.572	249.734	274.782	275.801	260.437	302.241	241.405	270.18 	212.256	266.692	244.104	267.661	272.688	266.071	270.537	281.463	261.455	263.909	217.248	284.402
247.457	249.511	274.782	275.801	260.437	302.241	241.405	270.18 	212.256	266.692	244.104	267.661	272.688	265.897	270.538	281.463	261.455	263.81 	217.248	284.402
247.457	249.511	274.782	275.801	259.7  	301.83 	241.393	270.175	212.256	266.692	244.104	267.661	272.688	265.897	270.538	281.463	261.455	263.732	217.248	284.402
247.457	249.511	274.656	275.801	259.7  	301.694	241.393	270.18 	212.256	266.369	244.1  	267.561	272.412	265.897	270.534	281.463	261.455	263.81 	217.248	284.402
247.327	248.438	274.656	275.801	259.7  	301.694	241.243	270.18 	212.092	266.369	244.1  	267.321	272.508	264.926	270.537	281.463	261.262	263.326	217.247	284.402
247.145	248.438	274.656	275.691	259.7  	301.69 	241.114	270.084	211.789	266.369	243.787	267.321	272.508	264.926	270.446	281.463	261.262	263.326	217.247	284.402
247.145	248.438	274.648	275.648	259.7  	300.325	241.013	270.096	211.789	266.369	243.787	267.321	272.508	264.926	270.446	281.463	260.789	263.326	216.924	284.319
247.145	248.438	274.641	275.525	259.65 	300.325	240.849	270.096	211.789	266.369	243.784	267.321	272.508	264.926	270.446	281.463	260.789	263.326	216.924	284.319
247.039	248.438	274.574	275.525	259.315	299.452	240.849	270.086	211.789	266.369	242.965	267.119	272.508	264.531	270.446	281.423	260.72 	263.171	216.924	284.319
246.881	247.651	274.399	275.383	259.315	299.384	240.778	270.073	211.771	266.369	242.786	267.119	272.048	264.531	270.446	281.423	260.72 	263.326	216.171	284.319
