paramSet1_01.txt	paramSet1_02.txt	paramSet1_03.txt	paramSet1_04.txt	paramSet1_05.txt	paramSet1_06.txt	paramSet1_07.txt	paramSet1_08.txt	paramSet1_09.txt	paramSet1_10.txt	paramSet2_01.txt	paramSet2_02.txt	paramSet2_03.txt	paramSet2_04.txt	paramSet2_05.txt	paramSet2_06.txt	paramSet2_07.txt	paramSet2_08.txt	paramSet2_09.txt	paramSet2_10.txt
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00402745 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28062e-24	0.0130261	0.158557 	6.28049e-24	0.00402745 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.00402745	0.0130261 
0.0130261	6.28062e-24	0.0130261	0.158557 	6.28049e-24	0.00402745 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28062e-24	0.0130261	0.158557 	6.28049e-24	6.28062e-24	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.00402745	0.0130261 
0.0130261	6.28062e-24	0.0130261	0.158557 	6.28049e-24	0.00402745 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28062e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28062e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28047e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.00402745
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28059e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28059e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28059e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28059e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28049e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28049e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28073e-24	6.28047e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
0.0130261	6.28062e-24	0.0130261	0.158557 	6.28049e-24	0.00560031 	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261	6.28049e-24	6.28049e-24	0.00560031	6.28056e-24	6.28047e-24	6.28049e-24	6.28049e-24	6.28073e-24	0.0130261 	0.0130261 
